revision	user	date	chromosome	systematic_id	primary_name	feature_type	qualifier_type	added_or_removed	value
7957	kmr44	2022-01-12	I	SPNCRNA.237		ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.237		ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.239		ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015', 'PMID:21511999')
7957	kmr44	2022-01-12	I	SPNCRNA.239		ncRNA	db_xref	removed	('PMID:18488015', 'PMID:21511999')
7957	kmr44	2022-01-12	I	SPNCRNA.240		ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.240		ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.242		ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.242		ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.243		ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.243		ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.244		ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.244		ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.246		ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.246		ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.247		ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.247		ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.248		ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.248		ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.249		ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.249		ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.253		ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.253		ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.254		ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.254		ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.255		ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.255		ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.256		ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.256		ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.257		ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.257		ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.258		ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.258		ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.260		ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.260		ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.261		ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.261		ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.263		ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.263		ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.264		ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.264		ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.265		ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.265		ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.266		ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.266		ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.267		ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.267		ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.268		ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.268		ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.269		ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.269		ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.27	prl27	ncRNA	db_xref	added	('PMID:29914874', 'PMID:12597277', 'EMBL:AB084839')
7957	kmr44	2022-01-12	I	SPNCRNA.27	prl27	ncRNA	db_xref	removed	('PMID:12597277', 'EMBL:AB084839')
7957	kmr44	2022-01-12	I	SPNCRNA.270		ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.270		ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.271		ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.271		ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.272		ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.272		ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.273		ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.273		ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.274		ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.274		ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.275		ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.275		ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.276		ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.276		ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.277		ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.277		ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.278		ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.278		ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.279		ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.279		ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.28	prl28	ncRNA	db_xref	added	('PMID:29914874', 'PMID:12597277', 'EMBL:AB084839')
7957	kmr44	2022-01-12	I	SPNCRNA.28	prl28	ncRNA	db_xref	removed	('PMID:12597277', 'EMBL:AB084839')
7957	kmr44	2022-01-12	I	SPNCRNA.280		ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.280		ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.281		ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.281		ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.282		ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.282		ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.283		ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.283		ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.284		ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.284		ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.286		ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.286		ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.30		ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.30		ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.306		ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.306		ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.310		ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.310		ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.311		ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.311		ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.326		ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.326		ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.333		ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.333		ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.341		ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.341		ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.37	prl37	ncRNA	db_xref	added	('PMID:29914874', 'EMBL:AB084849', 'PMID:12597277')
7957	kmr44	2022-01-12	I	SPNCRNA.37	prl37	ncRNA	db_xref	removed	('EMBL:AB084849', 'PMID:12597277')
7957	kmr44	2022-01-12	I	SPNCRNA.396		ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.396		ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.43	prl43	ncRNA	db_xref	added	('PMID:29914874', 'EMBL:AB084855', 'PMID:12597277')
7957	kmr44	2022-01-12	I	SPNCRNA.43	prl43	ncRNA	db_xref	removed	('EMBL:AB084855', 'PMID:12597277')
7957	kmr44	2022-01-12	I	SPNCRNA.432		ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.432		ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.47	prl47	ncRNA	db_xref	added	('PMID:29914874', 'EMBL:AB084859', 'PMID:12597277')
7957	kmr44	2022-01-12	I	SPNCRNA.47	prl47	ncRNA	db_xref	removed	('EMBL:AB084859', 'PMID:12597277')
7957	kmr44	2022-01-12	I	SPNCRNA.499	snR191	snoRNA	db_xref	added	('PMID:29914874',)
7957	kmr44	2022-01-12	I	SPNCRNA.50	prl50	ncRNA	db_xref	added	('PMID:29914874', 'EMBL:AB084862', 'PMID:12597277')
7957	kmr44	2022-01-12	I	SPNCRNA.50	prl50	ncRNA	db_xref	removed	('EMBL:AB084862', 'PMID:12597277')
7957	kmr44	2022-01-12	I	SPNCRNA.507		ncRNA	db_xref	added	('PMID:29914874',)
7957	kmr44	2022-01-12	I	SPNCRNA.510		ncRNA	db_xref	added	('PMID:29914874',)
7957	kmr44	2022-01-12	I	SPNCRNA.52	prl52	ncRNA	db_xref	added	('PMID:29914874', 'EMBL:AB084864', 'PMID:12597277')
7957	kmr44	2022-01-12	I	SPNCRNA.52	prl52	ncRNA	db_xref	removed	('EMBL:AB084864', 'PMID:12597277')
7957	kmr44	2022-01-12	I	SPNCRNA.524		ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.524		ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.525		ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.525		ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.528		ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.528		ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.529		ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.529		ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.53	prl53	ncRNA	db_xref	added	('PMID:29914874', 'PMID:12597277', 'EMBL:AB084865', 'EMBL:AB084875', 'EMBL:AB084861')
7957	kmr44	2022-01-12	I	SPNCRNA.53	prl53	ncRNA	db_xref	removed	('PMID:12597277', 'EMBL:AB084865', 'EMBL:AB084875', 'EMBL:AB084861')
7957	kmr44	2022-01-12	I	SPNCRNA.530		ncRNA	db_xref	added	('PMID:29914874',)
7957	kmr44	2022-01-12	I	SPNCRNA.54	prl54	ncRNA	db_xref	added	('PMID:29914874', 'EMBL:AB084866', 'PMID:12597277')
7957	kmr44	2022-01-12	I	SPNCRNA.54	prl54	ncRNA	db_xref	removed	('EMBL:AB084866', 'PMID:12597277')
7957	kmr44	2022-01-12	I	SPNCRNA.551	cut3-antisense-2	ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.551	cut3-antisense-2	ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.552	pol4-antisense-1	ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.552	pol4-antisense-1	ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.553	SPAC13A11.06-antisense-2	ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.553	SPAC13A11.06-antisense-2	ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.554	SPAC10F6.08c-antisense-1	ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.554	SPAC10F6.08c-antisense-1	ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.555	ire1-antisense-1	ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.555	ire1-antisense-1	ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.556	SPAC17A5.05c-antisense-1	ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.556	SPAC17A5.05c-antisense-1	ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.557	ctr1-antisense-2	ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.557	ctr1-antisense-2	ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.558	npr2-antisense-1	ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.558	npr2-antisense-1	ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.559	SPACUNK4.09-antisense-1	ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.559	SPACUNK4.09-antisense-1	ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.56		ncRNA	db_xref	added	('PMID:29914874',)
7957	kmr44	2022-01-12	I	SPNCRNA.560	atg1801-antisense-1	ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.560	atg1801-antisense-1	ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.561	pkl1-antisense-1	ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.561	pkl1-antisense-1	ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.562	nop12-antisense-1	ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.562	nop12-antisense-1	ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.563	SPAC637.08-antisense-1	ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.563	SPAC637.08-antisense-1	ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.564	SPAC1B3.04c-antisense-1	ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.564	SPAC1B3.04c-antisense-1	ncRNA	db_xref	removed	('PMID:18488015',)
7957	kmr44	2022-01-12	I	SPNCRNA.57		ncRNA	db_xref	added	('PMID:29914874',)
7957	kmr44	2022-01-12	I	SPNCRNA.58	prl58	ncRNA	db_xref	added	('PMID:29914874', 'EMBL:AB084870', 'PMID:12597277')
7957	kmr44	2022-01-12	I	SPNCRNA.58	prl58	ncRNA	db_xref	removed	('EMBL:AB084870', 'PMID:12597277')
7957	kmr44	2022-01-12	I	SPNCRNA.59	prl59	ncRNA	db_xref	added	('PMID:29914874', 'EMBL:AB084871', 'PMID:12597277', 'PMID:21511999')
7957	kmr44	2022-01-12	I	SPNCRNA.59	prl59	ncRNA	db_xref	removed	('EMBL:AB084871', 'PMID:12597277', 'PMID:21511999')
7957	kmr44	2022-01-12	I	SPNCRNA.601		ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999')
7957	kmr44	2022-01-12	I	SPNCRNA.601		ncRNA	db_xref	removed	('PMID:21511999',)
7957	kmr44	2022-01-12	I	SPNCRNA.602		ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999')
7957	kmr44	2022-01-12	I	SPNCRNA.602		ncRNA	db_xref	removed	('PMID:21511999',)
7957	kmr44	2022-01-12	I	SPNCRNA.603		ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999')
7957	kmr44	2022-01-12	I	SPNCRNA.603		ncRNA	db_xref	removed	('PMID:21511999',)
7957	kmr44	2022-01-12	I	SPNCRNA.604		ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.604		ncRNA	db_xref	removed	('PMID:21511999', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.605	SPAC1F8.04c-antisense-1	ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999')
7957	kmr44	2022-01-12	I	SPNCRNA.605	SPAC1F8.04c-antisense-1	ncRNA	db_xref	removed	('PMID:21511999',)
7957	kmr44	2022-01-12	I	SPNCRNA.606	isp3-antisense-1	ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999')
7957	kmr44	2022-01-12	I	SPNCRNA.606	isp3-antisense-1	ncRNA	db_xref	removed	('PMID:21511999',)
7957	kmr44	2022-01-12	I	SPNCRNA.607	fta5-antisense-1	ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999')
7957	kmr44	2022-01-12	I	SPNCRNA.607	fta5-antisense-1	ncRNA	db_xref	removed	('PMID:21511999',)
7957	kmr44	2022-01-12	I	SPNCRNA.608		ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999')
7957	kmr44	2022-01-12	I	SPNCRNA.608		ncRNA	db_xref	removed	('PMID:21511999',)
7957	kmr44	2022-01-12	I	SPNCRNA.609	SPAC11D3.14c-antisense-1	ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999')
7957	kmr44	2022-01-12	I	SPNCRNA.609	SPAC11D3.14c-antisense-1	ncRNA	db_xref	removed	('PMID:21511999',)
7957	kmr44	2022-01-12	I	SPNCRNA.61	prl61	ncRNA	db_xref	added	('PMID:29914874', 'EMBL:AB084873', 'PMID:12597277')
7957	kmr44	2022-01-12	I	SPNCRNA.61	prl61	ncRNA	db_xref	removed	('EMBL:AB084873', 'PMID:12597277')
7957	kmr44	2022-01-12	I	SPNCRNA.610	SPAC11D3.15-antisense-1	ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999')
7957	kmr44	2022-01-12	I	SPNCRNA.610	SPAC11D3.15-antisense-1	ncRNA	db_xref	removed	('PMID:21511999',)
7957	kmr44	2022-01-12	I	SPNCRNA.611	SPAC11D3.18c-antisense-1	ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999')
7957	kmr44	2022-01-12	I	SPNCRNA.611	SPAC11D3.18c-antisense-1	ncRNA	db_xref	removed	('PMID:21511999',)
7957	kmr44	2022-01-12	I	SPNCRNA.612	SPAC5H10.01-antisense-1	ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999')
7957	kmr44	2022-01-12	I	SPNCRNA.612	SPAC5H10.01-antisense-1	ncRNA	db_xref	removed	('PMID:21511999',)
7957	kmr44	2022-01-12	I	SPNCRNA.613	hsp3102-antisense-1	ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999')
7957	kmr44	2022-01-12	I	SPNCRNA.613	hsp3102-antisense-1	ncRNA	db_xref	removed	('PMID:21511999',)
7957	kmr44	2022-01-12	I	SPNCRNA.614	SPAC5H10.09c-antisense-1	ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999')
7957	kmr44	2022-01-12	I	SPNCRNA.614	SPAC5H10.09c-antisense-1	ncRNA	db_xref	removed	('PMID:21511999',)
7957	kmr44	2022-01-12	I	SPNCRNA.615	SPAC5H10.10-antisense-1	ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999')
7957	kmr44	2022-01-12	I	SPNCRNA.615	SPAC5H10.10-antisense-1	ncRNA	db_xref	removed	('PMID:21511999',)
7957	kmr44	2022-01-12	I	SPNCRNA.616	SPAC5H10.12c-antisense-1	ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999')
7957	kmr44	2022-01-12	I	SPNCRNA.616	SPAC5H10.12c-antisense-1	ncRNA	db_xref	removed	('PMID:21511999',)
7957	kmr44	2022-01-12	I	SPNCRNA.617	rad8-antisense-1	ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999')
7957	kmr44	2022-01-12	I	SPNCRNA.617	rad8-antisense-1	ncRNA	db_xref	removed	('PMID:21511999',)
7957	kmr44	2022-01-12	I	SPNCRNA.618	gpi7-antisense-1	ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999')
7957	kmr44	2022-01-12	I	SPNCRNA.618	gpi7-antisense-1	ncRNA	db_xref	removed	('PMID:21511999',)
7957	kmr44	2022-01-12	I	SPNCRNA.619		ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999')
7957	kmr44	2022-01-12	I	SPNCRNA.619		ncRNA	db_xref	removed	('PMID:21511999',)
7957	kmr44	2022-01-12	I	SPNCRNA.620	aps1-antisense-1	ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999')
7957	kmr44	2022-01-12	I	SPNCRNA.620	aps1-antisense-1	ncRNA	db_xref	removed	('PMID:21511999',)
7957	kmr44	2022-01-12	I	SPNCRNA.621		ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999')
7957	kmr44	2022-01-12	I	SPNCRNA.621		ncRNA	db_xref	removed	('PMID:21511999',)
7957	kmr44	2022-01-12	I	SPNCRNA.622	sty1-antisense-1	ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999')
7957	kmr44	2022-01-12	I	SPNCRNA.622	sty1-antisense-1	ncRNA	db_xref	removed	('PMID:21511999',)
7957	kmr44	2022-01-12	I	SPNCRNA.623		ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999')
7957	kmr44	2022-01-12	I	SPNCRNA.623		ncRNA	db_xref	removed	('PMID:21511999',)
7957	kmr44	2022-01-12	I	SPNCRNA.624	SPAC24B11.14-antisense-1	ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999')
7957	kmr44	2022-01-12	I	SPNCRNA.624	SPAC24B11.14-antisense-1	ncRNA	db_xref	removed	('PMID:21511999',)
7957	kmr44	2022-01-12	I	SPNCRNA.625	rps2601-antisense-1	ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999')
7957	kmr44	2022-01-12	I	SPNCRNA.625	rps2601-antisense-1	ncRNA	db_xref	removed	('PMID:21511999',)
7957	kmr44	2022-01-12	I	SPNCRNA.626		ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999')
7957	kmr44	2022-01-12	I	SPNCRNA.626		ncRNA	db_xref	removed	('PMID:21511999',)
7957	kmr44	2022-01-12	I	SPNCRNA.627		ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999')
7957	kmr44	2022-01-12	I	SPNCRNA.627		ncRNA	db_xref	removed	('PMID:21511999',)
7957	kmr44	2022-01-12	I	SPNCRNA.628		ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.628		ncRNA	db_xref	removed	('PMID:21511999', 'PMID:18488015')
7957	kmr44	2022-01-12	I	SPNCRNA.629	ndk1-antisense-1	ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999')
7957	kmr44	2022-01-12	I	SPNCRNA.629	ndk1-antisense-1	ncRNA	db_xref	removed	('PMID:21511999',)
7957	kmr44	2022-01-12	I	SPNCRNA.630		ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999')
