	revision	user	date	chromosome	systematic_id	primary_name	feature_type	value_x	value_y	added_or_removed
168	20110324	-	2011-03-24	I	SPAC1952.14c	mrpl25	CDS	complement(join(4993896..4993934,4994046..4994444))	('PMID:xxxxxxxx',)	added
169	20110324	-	2011-03-24	I	SPAC1952.14c	mrpl25	CDS	complement(join(4993896..4993934,4994046..4994444))	('PMID:18641648', 'PMID:20118936')	removed
170	20110324	-	2011-03-24	I	SPAC1952.14c	mrpl25	CDS	complement(join(4993896..4993934,4994046..4994444))	('PMID:xxxxxxxx',)	added
171	20110324	-	2011-03-24	I	SPAC19A8.04	erg5	CDS	complement(join(2480147..2481645,2481978..2482110))	('PMID:18641648', 'PMID:20118936')	removed
172	20110324	-	2011-03-24	I	SPAC19A8.04	erg5	CDS	complement(join(2480147..2481645,2481978..2482110))	('PMID:xxxxxxxx',)	added
173	20110324	-	2011-03-24	I	SPAC19A8.04	erg5	CDS	complement(join(2480147..2481645,2481978..2482110))	('PMID:18641648', 'PMID:20118936')	removed
174	20110324	-	2011-03-24	I	SPAC19A8.04	erg5	CDS	complement(join(2480147..2481645,2481978..2482110))	('PMID:xxxxxxxx',)	added
175	20110324	-	2011-03-24	I	SPAC19G12.07c	rsd1	CDS	complement(join(4053810..4054068,4054110..4054184,4054234..4054554,4054627..4054800,4054848..4054985,4055082..4055872,4055964..4056017))	('PMID:18641648', 'PMID:20118936')	removed
176	20110324	-	2011-03-24	I	SPAC19G12.07c	rsd1	CDS	complement(join(4053810..4054068,4054110..4054184,4054234..4054554,4054627..4054800,4054848..4054985,4055082..4055872,4055964..4056017))	('PMID:xxxxxxxx',)	added
177	20110324	-	2011-03-24	I	SPAC1B1.04c		CDS	complement(join(3544727..3544801,3544849..3544920,3544971..3545250,3545315..3545861,3545919..3546701,3546740..3546914,3547052..3547152,3547267..3547279))	('PMID:18641648', 'PMID:20118936')	removed
178	20110324	-	2011-03-24	I	SPAC1B1.04c		CDS	complement(join(3544727..3544801,3544849..3544920,3544971..3545250,3545315..3545861,3545919..3546701,3546740..3546914,3547052..3547152,3547267..3547279))	('PMID:xxxxxxxx',)	added
179	20110324	-	2011-03-24	I	SPAC1B1.04c		CDS	complement(join(3544727..3544801,3544849..3544920,3544971..3545250,3545315..3545861,3545919..3546701,3546740..3546914,3547052..3547152,3547267..3547279))	('PMID:18641648', 'PMID:20118936')	removed
180	20110324	-	2011-03-24	I	SPAC1B1.04c		CDS	complement(join(3544727..3544801,3544849..3544920,3544971..3545250,3545315..3545861,3545919..3546701,3546740..3546914,3547052..3547152,3547267..3547279))	('PMID:xxxxxxxx',)	added
181	20110324	-	2011-03-24	I	SPAC1B3.04c		CDS	complement(join(4931313..4931351,4931503..4932927,4933016..4933510))	('PMID:18641648', 'PMID:20118936')	removed
182	20110324	-	2011-03-24	I	SPAC1B3.04c		CDS	complement(join(4931313..4931351,4931503..4932927,4933016..4933510))	('PMID:xxxxxxxx',)	added
183	20110324	-	2011-03-24	I	SPAC1B3.04c		CDS	complement(join(4931313..4931351,4931503..4932927,4933016..4933510))	('PMID:18641648', 'PMID:20118936')	removed
184	20110324	-	2011-03-24	I	SPAC1B3.04c		CDS	complement(join(4931313..4931351,4931503..4932927,4933016..4933510))	('PMID:xxxxxxxx',)	added
185	20110324	-	2011-03-24	I	SPAC1B3.05	not3	CDS	join(4934663..4934684,4934731..4934768,4934831..4935025,4935082..4936749)	('PMID:18641648', 'PMID:20118936')	removed
186	20110324	-	2011-03-24	I	SPAC1B3.05	not3	CDS	join(4934663..4934684,4934731..4934768,4934831..4935025,4935082..4936749)	('PMID:xxxxxxxx',)	added
187	20110324	-	2011-03-24	I	SPAC1B3.05	not3	CDS	join(4934663..4934684,4934731..4934768,4934831..4935025,4935082..4936749)	('PMID:18641648', 'PMID:20118936')	removed
188	20110324	-	2011-03-24	I	SPAC1B3.05	not3	CDS	join(4934663..4934684,4934731..4934768,4934831..4935025,4935082..4936749)	('PMID:xxxxxxxx',)	added
189	20110324	-	2011-03-24	I	SPAC1B3.13		CDS	join(4951432..4951565,4951737..4954023)	('PMID:18641648', 'PMID:20118936')	removed
190	20110324	-	2011-03-24	I	SPAC1B3.13		CDS	join(4951432..4951565,4951737..4954023)	('PMID:xxxxxxxx',)	added
191	20110324	-	2011-03-24	I	SPAC20H4.05c		CDS	complement(join(2119362..2119570,2119614..2119789,2119838..2119915,2119975..2120052,2120096..2120119,2120163..2120284))	('PMID:18641648', 'PMID:20118936')	removed
192	20110324	-	2011-03-24	I	SPAC20H4.05c		CDS	complement(join(2119362..2119570,2119614..2119789,2119838..2119915,2119975..2120052,2120096..2120119,2120163..2120284))	('PMID:xxxxxxxx',)	added
193	20110324	-	2011-03-24	I	SPAC20H4.05c		CDS	complement(join(2119362..2119570,2119614..2119789,2119838..2119915,2119975..2120052,2120096..2120119,2120163..2120284))	('PMID:18641648', 'PMID:20118936')	removed
194	20110324	-	2011-03-24	I	SPAC20H4.05c		CDS	complement(join(2119362..2119570,2119614..2119789,2119838..2119915,2119975..2120052,2120096..2120119,2120163..2120284))	('PMID:xxxxxxxx',)	added
195	20110324	-	2011-03-24	I	SPAC222.16c	csn3	CDS	complement(join(979679..980026,980093..980239,980289..980378,980434..980532,980628..980774,980846..980898,980944..981076))	('PMID:18641648', 'PMID:20118936')	removed
196	20110324	-	2011-03-24	I	SPAC222.16c	csn3	CDS	complement(join(979679..980026,980093..980239,980289..980378,980434..980532,980628..980774,980846..980898,980944..981076))	('PMID:xxxxxxxx',)	added
197	20110324	-	2011-03-24	I	SPAC222.16c	csn3	CDS	complement(join(979679..980026,980093..980239,980289..980378,980434..980532,980628..980774,980846..980898,980944..981076))	('PMID:18641648', 'PMID:20118936')	removed
198	20110324	-	2011-03-24	I	SPAC222.16c	csn3	CDS	complement(join(979679..980026,980093..980239,980289..980378,980434..980532,980628..980774,980846..980898,980944..981076))	('PMID:xxxxxxxx',)	added
199	20110324	-	2011-03-24	I	SPAC22A12.13	mug84	CDS	1180254..1180841	('PMID:18641648', 'PMID:20118936')	removed
200	20110324	-	2011-03-24	I	SPAC22A12.13	mug84	CDS	1180254..1180841	('PMID:xxxxxxxx',)	added
201	20110324	-	2011-03-24	I	SPAC22A12.13	mug84	CDS	1180254..1180841	('PMID:18641648', 'PMID:20118936')	removed
202	20110324	-	2011-03-24	I	SPAC22A12.13	mug84	CDS	1180254..1180841	('PMID:xxxxxxxx',)	added
203	20110324	-	2011-03-24	I	SPAC22E12.17c	glo3	CDS	complement(join(5053107..5054373,5054436..5054554,5054608..5054673))	('PMID:18641648', 'PMID:20118936')	removed
204	20110324	-	2011-03-24	I	SPAC22E12.17c	glo3	CDS	complement(join(5053107..5054373,5054436..5054554,5054608..5054673))	('PMID:xxxxxxxx',)	added
205	20110324	-	2011-03-24	I	SPAC22E12.17c	glo3	CDS	complement(join(5053107..5054373,5054436..5054554,5054608..5054673))	('PMID:18641648', 'PMID:20118936')	removed
206	20110324	-	2011-03-24	I	SPAC22E12.17c	glo3	CDS	complement(join(5053107..5054373,5054436..5054554,5054608..5054673))	('PMID:xxxxxxxx',)	added
207	20110324	-	2011-03-24	I	SPAC22H10.02		CDS	join(2371752..2371809,2371877..2371965,2372103..2372372)	('PMID:18641648', 'PMID:20118936')	removed
208	20110324	-	2011-03-24	I	SPAC22H10.02		CDS	join(2371752..2371809,2371877..2371965,2372103..2372372)	('PMID:xxxxxxxx',)	added
209	20110324	-	2011-03-24	I	SPAC22H10.03c	kap114	CDS	complement(join(2373144..2373263,2373303..2373376,2373413..2373583,2373626..2373744,2373792..2373961,2374002..2376223,2376280..2376385))	('PMID:18641648', 'PMID:20118936')	removed
210	20110324	-	2011-03-24	I	SPAC22H10.03c	kap114	CDS	complement(join(2373144..2373263,2373303..2373376,2373413..2373583,2373626..2373744,2373792..2373961,2374002..2376223,2376280..2376385))	('PMID:xxxxxxxx',)	added
211	20110324	-	2011-03-24	I	SPAC23A1.18c	mrp51	CDS	complement(4112685..4113596)	('PMID:18641648', 'PMID:20118936')	removed
212	20110324	-	2011-03-24	I	SPAC23A1.18c	mrp51	CDS	complement(4112685..4113596)	('PMID:xxxxxxxx',)	added
213	20110324	-	2011-03-24	I	SPAC23A1.18c	mrp51	CDS	complement(4112685..4113596)	('PMID:18641648', 'PMID:20118936')	removed
214	20110324	-	2011-03-24	I	SPAC23A1.18c	mrp51	CDS	complement(4112685..4113596)	('PMID:xxxxxxxx',)	added
215	20110324	-	2011-03-24	I	SPAC23C4.17		CDS	join(1058395..1058415,1058465..1058514,1058623..1059777,1059838..1060104,1060143..1060670,1060709..1060745)	('PMID:18641648', 'PMID:20118936')	removed
216	20110324	-	2011-03-24	I	SPAC23C4.17		CDS	join(1058395..1058415,1058465..1058514,1058623..1059777,1059838..1060104,1060143..1060670,1060709..1060745)	('PMID:xxxxxxxx',)	added
217	20110324	-	2011-03-24	I	SPAC23C4.17		CDS	join(1058395..1058415,1058465..1058514,1058623..1059777,1059838..1060104,1060143..1060670,1060709..1060745)	('PMID:18641648', 'PMID:20118936')	removed
218	20110324	-	2011-03-24	I	SPAC23C4.17		CDS	join(1058395..1058415,1058465..1058514,1058623..1059777,1059838..1060104,1060143..1060670,1060709..1060745)	('PMID:xxxxxxxx',)	added
219	20110324	-	2011-03-24	I	SPAC23D3.09	arp42	CDS	complement(join(4353826..4355096,4355173..4355176))	('PMID:18641648', 'PMID:20118936')	removed
220	20110324	-	2011-03-24	I	SPAC23D3.09	arp42	CDS	complement(join(4353826..4355096,4355173..4355176))	('PMID:xxxxxxxx',)	added
221	20110324	-	2011-03-24	I	SPAC23D3.09	arp42	CDS	complement(join(4353826..4355096,4355173..4355176))	('PMID:18641648', 'PMID:20118936')	removed
222	20110324	-	2011-03-24	I	SPAC23D3.09	arp42	CDS	complement(join(4353826..4355096,4355173..4355176))	('PMID:xxxxxxxx',)	added
223	20110324	-	2011-03-24	I	SPAC23H4.17c	srb10	CDS	join(1576854..1577836,1577902..1578028)	('PMID:18641648', 'PMID:20118936')	removed
224	20110324	-	2011-03-24	I	SPAC23H4.17c	srb10	CDS	join(1576854..1577836,1577902..1578028)	('PMID:xxxxxxxx',)	added
225	20110324	-	2011-03-24	I	SPAC24C9.06c		CDS	complement(join(3048409..3050745,3051375..3051407))	('PMID:xxxxxxxx',)	added
226	20110324	-	2011-03-24	I	SPAC24C9.09		CDS	3063767..3065191	('PMID:18641648', 'PMID:20118936')	removed
227	20110324	-	2011-03-24	I	SPAC24C9.09		CDS	3063767..3065191	('PMID:xxxxxxxx',)	added
228	20110324	-	2011-03-24	I	SPAC24C9.09		CDS	3063767..3065191	('PMID:18641648', 'PMID:20118936')	removed
229	20110324	-	2011-03-24	I	SPAC24C9.09		CDS	3063767..3065191	('PMID:xxxxxxxx',)	added
230	20110324	-	2011-03-24	I	SPAC25B8.06c		CDS	complement(join(4164278..4164599,4164657..4165774))	('PMID:18641648', 'PMID:20118936')	removed
231	20110324	-	2011-03-24	I	SPAC25B8.06c		CDS	complement(join(4164278..4164599,4164657..4165774))	('PMID:xxxxxxxx',)	added
232	20110324	-	2011-03-24	I	SPAC25B8.06c		CDS	complement(join(4164278..4164599,4164657..4165774))	('PMID:18641648', 'PMID:20118936')	removed
233	20110324	-	2011-03-24	I	SPAC25B8.06c		CDS	complement(join(4164278..4164599,4164657..4165774))	('PMID:xxxxxxxx',)	added
234	20110324	-	2011-03-24	I	SPAC26F1.14c	aif1	CDS	5146165..5148000	('PMID:18641648', 'PMID:20118936')	removed
235	20110324	-	2011-03-24	I	SPAC26F1.14c	aif1	CDS	5146165..5148000	('PMID:xxxxxxxx',)	added
236	20110324	-	2011-03-24	I	SPAC26F1.14c	aif1	CDS	5146165..5148000	('PMID:18641648', 'PMID:20118936')	removed
237	20110324	-	2011-03-24	I	SPAC26F1.14c	aif1	CDS	5146165..5148000	('PMID:xxxxxxxx',)	added
238	20110324	-	2011-03-24	I	SPAC26H5.12	rpo41	CDS	4147739..4151203	('PMID:18641648', 'PMID:20118936')	removed
239	20110324	-	2011-03-24	I	SPAC26H5.12	rpo41	CDS	4147739..4151203	('PMID:xxxxxxxx',)	added
240	20110324	-	2011-03-24	I	SPAC26H5.12	rpo41	CDS	4147739..4151203	('PMID:18641648', 'PMID:20118936')	removed
241	20110324	-	2011-03-24	I	SPAC26H5.12	rpo41	CDS	4147739..4151203	('PMID:xxxxxxxx',)	added
242	20110324	-	2011-03-24	I	SPAC29B12.08		CDS	join(5428407..5428522,5429119..5431072)	('PMID:18641648', 'PMID:20118936')	removed
243	20110324	-	2011-03-24	I	SPAC29B12.08		CDS	join(5428407..5428522,5429119..5431072)	('PMID:xxxxxxxx',)	added
244	20110324	-	2011-03-24	I	SPAC29B12.08		CDS	join(5428407..5428522,5429119..5431072)	('PMID:18641648', 'PMID:20118936')	removed
245	20110324	-	2011-03-24	I	SPAC29B12.08		CDS	join(5428407..5428522,5429119..5431072)	('PMID:xxxxxxxx',)	added
246	20110324	-	2011-03-24	I	SPAC29B12.14c		CDS	complement(5439849..5441621)	('PMID:18641648', 'PMID:20118936')	removed
247	20110324	-	2011-03-24	I	SPAC29B12.14c		CDS	complement(5439849..5441621)	('PMID:xxxxxxxx',)	added
248	20110324	-	2011-03-24	I	SPAC29B12.14c		CDS	complement(5439849..5441621)	('PMID:18641648', 'PMID:20118936')	removed
249	20110324	-	2011-03-24	I	SPAC29B12.14c		CDS	complement(5439849..5441621)	('PMID:xxxxxxxx',)	added
250	20110324	-	2011-03-24	I	SPAC2C4.06c		CDS	complement(join(4269367..4270554,4270616..4270674,4270736..4270871))	('PMID:18641648', 'PMID:20118936')	removed
251	20110324	-	2011-03-24	I	SPAC2C4.06c		CDS	complement(join(4269367..4270554,4270616..4270674,4270736..4270871))	('PMID:xxxxxxxx',)	added
252	20110324	-	2011-03-24	I	SPAC2C4.06c		CDS	complement(join(4269367..4270554,4270616..4270674,4270736..4270871))	('PMID:18641648', 'PMID:20118936')	removed
253	20110324	-	2011-03-24	I	SPAC2C4.06c		CDS	complement(join(4269367..4270554,4270616..4270674,4270736..4270871))	('PMID:xxxxxxxx',)	added
254	20110324	-	2011-03-24	I	SPAC2C4.12c		CDS	complement(4279873..4280970)	('PMID:18641648', 'PMID:20118936')	removed
255	20110324	-	2011-03-24	I	SPAC2C4.12c		CDS	complement(4279873..4280970)	('PMID:xxxxxxxx',)	added
256	20110324	-	2011-03-24	I	SPAC2F3.18c		CDS	complement(join(3942299..3942364,3942506..3942669,3942775..3942802))	('EMBL:AB084860', 'SPD:51/51G08')	removed
257	20110324	-	2011-03-24	I	SPAC2F3.18c		CDS	complement(join(3942299..3942364,3942506..3942669,3942775..3942802))	('PMID:xxxxxxxx',)	added
258	20110324	-	2011-03-24	I	SPAC2G11.09		CDS	join(823739..823784,823894..826229)	('PMID:18641648', 'PMID:20118936')	removed
259	20110324	-	2011-03-24	I	SPAC2G11.09		CDS	join(823739..823784,823894..826229)	('PMID:xxxxxxxx',)	added
260	20110324	-	2011-03-24	I	SPAC2G11.09		CDS	join(823739..823784,823894..826229)	('PMID:18641648', 'PMID:20118936')	removed
261	20110324	-	2011-03-24	I	SPAC2G11.09		CDS	join(823739..823784,823894..826229)	('PMID:xxxxxxxx',)	added
262	20110324	-	2011-03-24	I	SPAC31A2.05c	mis4	CDS	complement(join(391838..391915,391956..392612,392652..392787,392828..394611,394656..395123,395167..396502,396546..396741,396781..396889))	('PMID:18641648', 'PMID:20118936')	removed
263	20110324	-	2011-03-24	I	SPAC31A2.05c	mis4	CDS	complement(join(391838..391915,391956..392612,392652..392787,392828..394611,394656..395123,395167..396502,396546..396741,396781..396889))	('PMID:xxxxxxxx',)	added
264	20110324	-	2011-03-24	I	SPAC31A2.05c	mis4	CDS	complement(join(391838..391915,391956..392612,392652..392787,392828..394611,394656..395123,395167..396502,396546..396741,396781..396889))	('PMID:18641648', 'PMID:20118936')	removed
265	20110324	-	2011-03-24	I	SPAC31A2.05c	mis4	CDS	complement(join(391838..391915,391956..392612,392652..392787,392828..394611,394656..395123,395167..396502,396546..396741,396781..396889))	('PMID:xxxxxxxx',)	added
266	20110324	-	2011-03-24	I	SPAC31A2.15c	dcc1	CDS	complement(join(418475..418720,418759..419220,419268..419502,419602..419732))	('PMID:18641648', 'PMID:20118936')	removed
267	20110324	-	2011-03-24	I	SPAC31A2.15c	dcc1	CDS	complement(join(418475..418720,418759..419220,419268..419502,419602..419732))	('PMID:xxxxxxxx',)	added
268	20110324	-	2011-03-24	I	SPAC31A2.15c	dcc1	CDS	complement(join(418475..418720,418759..419220,419268..419502,419602..419732))	('PMID:18641648', 'PMID:20118936')	removed
269	20110324	-	2011-03-24	I	SPAC31A2.15c	dcc1	CDS	complement(join(418475..418720,418759..419220,419268..419502,419602..419732))	('PMID:xxxxxxxx',)	added
270	20110324	-	2011-03-24	I	SPAC31G5.15	psd3	CDS	join(3014466..3014555,3014595..3014663,3014720..3014947,3015007..3015472,3015515..3016560,3016601..3016775,3016826..3016967,3017011..3017698)	('PMID:18641648', 'PMID:20118936')	removed
271	20110324	-	2011-03-24	I	SPAC31G5.15	psd3	CDS	join(3014466..3014555,3014595..3014663,3014720..3014947,3015007..3015472,3015515..3016560,3016601..3016775,3016826..3016967,3017011..3017698)	('PMID:xxxxxxxx',)	added
272	20110324	-	2011-03-24	I	SPAC31G5.15	psd3	CDS	join(3014466..3014555,3014595..3014663,3014720..3014947,3015007..3015472,3015515..3016560,3016601..3016775,3016826..3016967,3017011..3017698)	('PMID:18641648', 'PMID:20118936')	removed
273	20110324	-	2011-03-24	I	SPAC31G5.15	psd3	CDS	join(3014466..3014555,3014595..3014663,3014720..3014947,3015007..3015472,3015515..3016560,3016601..3016775,3016826..3016967,3017011..3017698)	('PMID:xxxxxxxx',)	added
274	20110324	-	2011-03-24	I	SPAC323.01c	pos5	CDS	complement(join(3907586..3908550,3908600..3908795))	('PMID:18641648', 'PMID:20118936')	removed
275	20110324	-	2011-03-24	I	SPAC323.01c	pos5	CDS	complement(join(3907586..3908550,3908600..3908795))	('PMID:xxxxxxxx',)	added
276	20110324	-	2011-03-24	I	SPAC323.01c	pos5	CDS	complement(join(3907586..3908550,3908600..3908795))	('PMID:18641648', 'PMID:20118936')	removed
277	20110324	-	2011-03-24	I	SPAC323.01c	pos5	CDS	complement(join(3907586..3908550,3908600..3908795))	('PMID:xxxxxxxx',)	added
278	20110324	-	2011-03-24	I	SPAC3A11.03		CDS	join(3466834..3467475,3467608..3467835)	('PMID:18641648', 'PMID:20118936')	removed
279	20110324	-	2011-03-24	I	SPAC3A11.03		CDS	join(3466834..3467475,3467608..3467835)	('PMID:xxxxxxxx',)	added
280	20110324	-	2011-03-24	I	SPAC3A11.04		CDS	complement(join(3465309..3465444,3465542..3466006,3466165..3466313))	('PMID:18641648', 'PMID:20118936')	removed
281	20110324	-	2011-03-24	I	SPAC3A11.04		CDS	complement(join(3465309..3465444,3465542..3466006,3466165..3466313))	('PMID:xxxxxxxx',)	added
282	20110324	-	2011-03-24	I	SPAC3A11.04		CDS	complement(join(3465309..3465444,3465542..3466006,3466165..3466313))	('PMID:18641648', 'PMID:20118936')	removed
283	20110324	-	2011-03-24	I	SPAC3A11.04		CDS	complement(join(3465309..3465444,3465542..3466006,3466165..3466313))	('PMID:xxxxxxxx',)	added
284	20110324	-	2011-03-24	I	SPAC3C7.07c		CDS	complement(join(2077280..2077384,2077424..2077684,2077726..2077796,2077843..2078366,2078421..2078486,2078528..2078559,2078614..2078730))	('PMID:18641648', 'PMID:20118936')	removed
285	20110324	-	2011-03-24	I	SPAC3C7.07c		CDS	complement(join(2077280..2077384,2077424..2077684,2077726..2077796,2077843..2078366,2078421..2078486,2078528..2078559,2078614..2078730))	('PMID:xxxxxxxx',)	added
286	20110324	-	2011-03-24	I	SPAC3C7.07c		CDS	complement(join(2077280..2077384,2077424..2077684,2077726..2077796,2077843..2078366,2078421..2078486,2078528..2078559,2078614..2078730))	('PMID:18641648', 'PMID:20118936')	removed
287	20110324	-	2011-03-24	I	SPAC3C7.07c		CDS	complement(join(2077280..2077384,2077424..2077684,2077726..2077796,2077843..2078366,2078421..2078486,2078528..2078559,2078614..2078730))	('PMID:xxxxxxxx',)	added
288	20110324	-	2011-03-24	I	SPAC3F10.11c	abc2	CDS	complement(2837268..2841704)	('PMID:18641648', 'PMID:20118936')	removed
289	20110324	-	2011-03-24	I	SPAC3F10.11c	abc2	CDS	complement(2837268..2841704)	('PMID:xxxxxxxx',)	added
290	20110324	-	2011-03-24	I	SPAC3G6.03c		CDS	complement(join(5383955..5384083,5384207..5384530,5384630..5384758,5385010..5385153))	('PMID:18641648', 'PMID:20118936')	removed
291	20110324	-	2011-03-24	I	SPAC3G6.03c		CDS	complement(join(5383955..5384083,5384207..5384530,5384630..5384758,5385010..5385153))	('PMID:xxxxxxxx',)	added
292	20110324	-	2011-03-24	I	SPAC3H5.08c		CDS	join(3425966..3426104,3426211..3428390,3428428..3428910)	('PMID:18641648', 'PMID:20118936')	removed
293	20110324	-	2011-03-24	I	SPAC3H5.08c		CDS	join(3425966..3426104,3426211..3428390,3428428..3428910)	('PMID:xxxxxxxx',)	added
294	20110324	-	2011-03-24	I	SPAC3H5.09c		CDS	3416722..3424821	('PMID:18641648', 'PMID:20118936')	removed
295	20110324	-	2011-03-24	I	SPAC3H5.09c		CDS	3416722..3424821	('PMID:xxxxxxxx',)	added
296	20110324	-	2011-03-24	I	SPAC3H5.09c		CDS	3416722..3424821	('PMID:18641648', 'PMID:20118936')	removed
297	20110324	-	2011-03-24	I	SPAC3H5.09c		CDS	3416722..3424821	('PMID:xxxxxxxx',)	added
298	20110324	-	2011-03-24	I	SPAC4A8.10		CDS	join(2564279..2564306,2564471..2566800)	('PMID:18641648', 'PMID:20118936')	removed
299	20110324	-	2011-03-24	I	SPAC4A8.10		CDS	join(2564279..2564306,2564471..2566800)	('PMID:xxxxxxxx',)	added
300	20110324	-	2011-03-24	I	SPAC4D7.02c		CDS	complement(join(5352606..5353425,5353557..5353672))	('PMID:18641648', 'PMID:20118936')	removed
301	20110324	-	2011-03-24	I	SPAC4D7.02c		CDS	complement(join(5352606..5353425,5353557..5353672))	('PMID:xxxxxxxx',)	added
302	20110324	-	2011-03-24	I	SPAC4D7.09	tif223	CDS	join(5367548..5367696,5367821..5368091,5368218..5368659,5368701..5368843,5368915..5369286)	('PMID:18641648', 'PMID:20118936')	removed
303	20110324	-	2011-03-24	I	SPAC4D7.09	tif223	CDS	join(5367548..5367696,5367821..5368091,5368218..5368659,5368701..5368843,5368915..5369286)	('PMID:xxxxxxxx',)	added
304	20110324	-	2011-03-24	I	SPAC4F8.06		CDS	complement(2668334..2668822)	('PMID:18641648', 'PMID:20118936')	removed
305	20110324	-	2011-03-24	I	SPAC4F8.06		CDS	complement(2668334..2668822)	('PMID:xxxxxxxx',)	added
306	20110324	-	2011-03-24	I	SPAC4F8.06		CDS	complement(2668334..2668822)	('PMID:18641648', 'PMID:20118936')	removed
307	20110324	-	2011-03-24	I	SPAC4F8.06		CDS	complement(2668334..2668822)	('PMID:xxxxxxxx',)	added
308	20110324	-	2011-03-24	I	SPAC4G9.20c		CDS	complement(join(2288689..2289546,2289948..2289986))	('PMID:18641648', 'PMID:20118936')	removed
309	20110324	-	2011-03-24	I	SPAC4G9.20c		CDS	complement(join(2288689..2289546,2289948..2289986))	('PMID:xxxxxxxx',)	added
310	20110324	-	2011-03-24	I	SPAC4G9.20c		CDS	complement(join(2288689..2289546,2289948..2289986))	('PMID:18641648', 'PMID:20118936')	removed
311	20110324	-	2011-03-24	I	SPAC4G9.20c		CDS	complement(join(2288689..2289546,2289948..2289986))	('PMID:xxxxxxxx',)	added
312	20110324	-	2011-03-24	I	SPAC630.14c	tup12	CDS	complement(join(374683..375830,376094..376446,376844..376931,376993..377200))	('EMBL:U92792', 'SPD:28/28H10')	removed
313	20110324	-	2011-03-24	I	SPAC630.14c	tup12	CDS	complement(join(374683..375830,376094..376446,376844..376931,376993..377200))	('PMID:xxxxxxxx',)	added
314	20110324	-	2011-03-24	I	SPAC631.02		CDS	2107940..2110123	('PMID:18488015',)	removed
315	20110324	-	2011-03-24	I	SPAC631.02		CDS	2107940..2110123	('PMID:xxxxxxxx',)	added
316	20110324	-	2011-03-24	I	SPAC664.02c	arp8	CDS	complement(join(1704981..1706291,1706359..1706568,1706691..1706879,1706928..1707105,1707150..1707250))	('PMID:18641648', 'PMID:20118936')	removed
317	20110324	-	2011-03-24	I	SPAC664.02c	arp8	CDS	complement(join(1704981..1706291,1706359..1706568,1706691..1706879,1706928..1707105,1707150..1707250))	('PMID:xxxxxxxx',)	added
318	20110324	-	2011-03-24	I	SPAC664.02c	arp8	CDS	complement(join(1704981..1706291,1706359..1706568,1706691..1706879,1706928..1707105,1707150..1707250))	('PMID:18641648', 'PMID:20118936')	removed
319	20110324	-	2011-03-24	I	SPAC664.02c	arp8	CDS	complement(join(1704981..1706291,1706359..1706568,1706691..1706879,1706928..1707105,1707150..1707250))	('PMID:xxxxxxxx',)	added
320	20110324	-	2011-03-24	I	SPAC664.03		CDS	join(1708822..1708824,1708862..1710229)	('PMID:18641648', 'PMID:20118936')	removed
321	20110324	-	2011-03-24	I	SPAC664.03		CDS	join(1708822..1708824,1708862..1710229)	('PMID:xxxxxxxx',)	added
322	20110324	-	2011-03-24	I	SPAC664.03		CDS	join(1708822..1708824,1708862..1710229)	('PMID:18641648', 'PMID:20118936')	removed
323	20110324	-	2011-03-24	I	SPAC664.03		CDS	join(1708822..1708824,1708862..1710229)	('PMID:xxxxxxxx',)	added
324	20110324	-	2011-03-24	I	SPAC688.14	set13	CDS	join(3141463..3141603,3141652..3142329,3142396..3142667,3142719..3143034)	('PMID:18641648', 'PMID:20118936')	removed
325	20110324	-	2011-03-24	I	SPAC688.14	set13	CDS	join(3141463..3141603,3141652..3142329,3142396..3142667,3142719..3143034)	('PMID:xxxxxxxx',)	added
326	20110324	-	2011-03-24	I	SPAC688.14	set13	CDS	join(3141463..3141603,3141652..3142329,3142396..3142667,3142719..3143034)	('PMID:18641648', 'PMID:20118936')	removed
327	20110324	-	2011-03-24	I	SPAC688.14	set13	CDS	join(3141463..3141603,3141652..3142329,3142396..3142667,3142719..3143034)	('PMID:xxxxxxxx',)	added
328	20110324	-	2011-03-24	I	SPAC6B12.07c		CDS	complement(2421791..2423203)	('PMID:18641648', 'PMID:20118936')	removed
329	20110324	-	2011-03-24	I	SPAC6B12.07c		CDS	complement(2421791..2423203)	('PMID:xxxxxxxx',)	added
330	20110324	-	2011-03-24	I	SPAC6B12.07c		CDS	complement(2421791..2423203)	('PMID:18641648', 'PMID:20118936')	removed
331	20110324	-	2011-03-24	I	SPAC6B12.07c		CDS	complement(2421791..2423203)	('PMID:xxxxxxxx',)	added
332	20110324	-	2011-03-24	I	SPAC6C3.04	cit1	CDS	join(2327861..2327862,2328647..2330096)	('PMID:18641648', 'PMID:20118936')	removed
333	20110324	-	2011-03-24	I	SPAC6C3.04	cit1	CDS	join(2327861..2327862,2328647..2330096)	('PMID:xxxxxxxx',)	added
334	20110324	-	2011-03-24	I	SPAC6G10.08	idp1	CDS	3231536..3232855	('PMID:xxxxxxxx',)	added
335	20110324	-	2011-03-24	I	SPAC6G9.03c	mug183	CDS	complement(join(3246488..3246912,3246957..3247580,3247626..3247707))	('PMID:18641648', 'PMID:20118936')	removed
336	20110324	-	2011-03-24	I	SPAC6G9.03c	mug183	CDS	complement(join(3246488..3246912,3246957..3247580,3247626..3247707))	('PMID:xxxxxxxx',)	added
337	20110324	-	2011-03-24	I	SPAC6G9.08	ubp6	CDS	3259701..3261107	('PMID:18641648', 'PMID:20118936')	removed
