systematic_id	chromosome	primary_name	feature_type	category	merged_into	comment_addition	reference_addition	comment_removal	reference_removal
SPNCRNA.1181	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1182	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1183	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1184	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1185	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1186	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1187	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1188	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1189	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.119	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1190	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1191	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1192	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1193	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1194	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1195	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1196	III		misc_RNA	added_and_merged	SPNCRNA.67			merged with SPNCRNA.67	
SPNCRNA.1197	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1198	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1199	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.12	I	prl12	misc_RNA,ncRNA	added_and_changed					
SPNCRNA.120	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1200	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1201	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1202	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1203	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1204	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1205	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1206	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1207	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1208	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1209	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.121	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1210	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1211	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1212	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1213	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1214	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1215	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1216	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1217	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1218	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1219	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.122	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1220	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1221	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1222	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1223	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1224	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1225	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1226	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1227	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1228	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1229	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.123	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1230	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1231	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1232	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1233	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1234	III	prl10	misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1235	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1236	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1237	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1238	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1239	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.124	I		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1240	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1241	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1242	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1243	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1244	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1245	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1246	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1247	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1248	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1249	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.125	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1250	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1251	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1252	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1253	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1254	III		misc_RNA	added_and_merged	SPNCRNA.511			merged with SPNCRNA.511	
SPNCRNA.1255	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1256	III		misc_RNA,ncRNA	added_changed_and_removed					
SPNCRNA.1257	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1258	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1259	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.126	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1260	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1261	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1262	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1263	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1264	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1265	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1266	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1267	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1268	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1269	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.127	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1270	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1271	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1272	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1273	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1274	III		misc_RNA,ncRNA	added_changed_and_merged	SPNCRNA.584				
SPNCRNA.1275	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1276	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1277	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1278	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1279	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.128	III	rrk1	misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1280	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1281	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1282	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1283	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1284	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1285	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1286	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1287	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1288	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1289	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.129	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1290	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1291	III		misc_RNA	added_and_merged	SPNCRNA.519			merged with SPNCRNA.519	
SPNCRNA.1292	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1293	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1294	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1295	III		misc_RNA,ncRNA	added_changed_and_merged	SPNCRNA.29				
SPNCRNA.1296	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1297	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1298	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1299	III		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.13	I	prl13	misc_RNA,ncRNA	added_and_changed					
SPNCRNA.130	I	omt3	misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1300	II		misc_RNA,ncRNA	added_changed_and_merged	SPNCRNA.287				
SPNCRNA.1301	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1302	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1303	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1304	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1305	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1306	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1307	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1308	II		misc_RNA,ncRNA	added_changed_and_merged	SPNCRNA.291				
SPNCRNA.1309	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.131	III	tos2	misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1310	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1311	II		misc_RNA,ncRNA	added_changed_and_merged	SPNCRNA.293				
SPNCRNA.1312	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1313	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1314	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1315	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1316	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1317	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1318	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1319	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.132	III	tos3	misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1320	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1321	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1322	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1323	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1324	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1325	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1326	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1327	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1328	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1329	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.133	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1330	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1331	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1332	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1333	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1334	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1335	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1336	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1337	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1338	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1339	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.134	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1340	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1341	II		misc_RNA,ncRNA	added_changed_and_merged	SPNCRNA.103				
SPNCRNA.1342	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1343	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1344	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1345	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1346	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1347	II		misc_RNA	added_and_merged	SPNCRNA.304				
SPNCRNA.1348	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1349	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.135	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1350	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1351	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1352	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1353	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1354	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1355	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1356	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1357	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1358	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1359	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.136	I		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1360	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1361	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1362	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1363	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1364	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1365	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1366	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1367	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1368	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1369	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.137	I		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1370	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1371	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1372	II		misc_RNA,ncRNA	added_changed_and_merged	SPNCRNA.316				
SPNCRNA.1373	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1374	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1375	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1376	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1377	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1378	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1379	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.138	I		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1380	II		misc_RNA	added_and_merged	SPNCRNA.322				
SPNCRNA.1381	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1382	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1383	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1384	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1385	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1386	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1387	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1388	II		misc_RNA,ncRNA	added_changed_and_merged	SPNCRNA.34				
SPNCRNA.1389	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.139	I		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1390	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1391	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1392	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1393	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1394	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1395	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1396	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1397	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1398	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1399	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.14	I	prl14	misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1400	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1401	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1402	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1403	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1404	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1405	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1406	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1407	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1408	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1409	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.141	I		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1410	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1411	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1412	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1413	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1414	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1415	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1416	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1417	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1418	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1419	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.142	I		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1420	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1421	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1422	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1423	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1424	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1425	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1426	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1427	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1428	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1429	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.143	I		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1430	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1431	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1432	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1433	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1434	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1435	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1436	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1437	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1438	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1439	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.144	I		misc_RNA,ncRNA	added_changed_and_merged	SPNCRNA.627				
SPNCRNA.1440	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1441	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1442	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1443	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1444	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1445	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1446	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1447	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1448	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1449	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.145	I		misc_RNA,ncRNA	added_changed_and_merged	SPNCRNA.628				
SPNCRNA.1450	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1451	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1452	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1453	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1454	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1455	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1456	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1457	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1458	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1459	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1460	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1461	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1462	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1463	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1464	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1465	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1466	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1467	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1468	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1469	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.147	I		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1470	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1471	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1472	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1473	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1474	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1475	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1476	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1477	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1478	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1479	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.148	I		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1480	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1481	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1482	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1483	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1484	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1485	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1486	II		misc_RNA,ncRNA	added_changed_and_merged	SPNCRNA.388			merged with SPNCRNA.388	
SPNCRNA.1487	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1488	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1489	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1490	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1491	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1492	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1493	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1494	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1495	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1496	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1497	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1498	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1499	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.15	II	prl15	misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1500	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1501	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1502	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1503	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1504	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1505	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1506	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1507	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1508	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1509	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1510	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1511	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1512	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1513	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1514	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1515	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1516	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1517	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1518	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1519	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1520	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1521	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1522	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1523	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1524	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1525	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1526	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1527	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1528	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1529	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1530	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1531	II		misc_RNA,ncRNA	added_changed_and_merged	SPNCRNA.402				
SPNCRNA.1532	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1533	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1534	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1535	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1536	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1537	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1538	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1539	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.154	I		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1540	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1541	II		misc_RNA,ncRNA	added_changed_and_merged	SPNCRNA.540				
SPNCRNA.1542	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1543	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1544	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1545	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1546	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1547	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1548	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1549	II		misc_RNA,ncRNA	added_and_changed					
