revision	user	date	chromosome	systematic_id	primary_name	feature_type	added_or_removed	value	db_xref	pombase_reference	pombase_comments
20110324	-	2011-03-24	I	SPAC1250.05		3'UTR	removed	complement(5095162..5095210)	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC1250.05		5'UTR	added	complement(5095811..5095925)	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC1250.05		5'UTR	removed	complement(5095811..5095875)	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC1296.01c		3'UTR	added	complement(707948..708054)	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC1296.01c		3'UTR	removed	complement(707970..708054)	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC1296.01c		5'UTR	added	complement(join(710024..710366,710413..710479))	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC1296.01c		5'UTR	removed	complement(710024..710228)	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC1296.02		3'UTR	added	712151..712354	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC1296.02		3'UTR	removed	712151..712208	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC1296.02		5'UTR	added	711238..711300	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC1296.02		5'UTR	removed	711215..711300	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC1296.03c		3'UTR	added	complement(712217..712490)			
20110324	-	2011-03-24	I	SPAC1296.03c		5'UTR	added	complement(714015..714070)			
20110324	-	2011-03-24	I	SPAC1296.04		3'UTR	added	716622..716978	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC1296.04		3'UTR	removed	716622..716827	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC1296.05c		3'UTR	added	complement(716874..716939)			
20110324	-	2011-03-24	I	SPAC1296.05c		5'UTR	added	complement(717805..718168)	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC1296.05c		5'UTR	removed	complement(717805..717871)	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC1296.06		3'UTR	added	721411..721549			
20110324	-	2011-03-24	I	SPAC1296.06		5'UTR	added	719380..719446	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC1296.06		5'UTR	removed	719411..719446	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC1296.06	tah18	CDS	added	join(719447..719581,719663..719740,719791..719888,719926..720024,720066..721410)			
20110324	-	2011-03-24	I	SPAC1296.06	tah18	CDS	removed	join(719447..719581,719663..719740,719906..720024,720066..721410)			
20110324	-	2011-03-24	I	SPAC12B10.01c		3'UTR	added	complement(4570305..4570497)	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC12B10.01c		3'UTR	removed	complement(4570458..4570497)	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC12B10.01c		5'UTR	added	complement(4575442..4575656)	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC12B10.01c		5'UTR	removed	complement(4575442..4575630)	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC12B10.02c		3'UTR	added	complement(4576187..4576227)			
20110324	-	2011-03-24	I	SPAC12B10.03		3'UTR	added	4580259..4580722	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC12B10.03		3'UTR	removed	4580259..4580633	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC12B10.03		5'UTR	added	4578164..4578626	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC12B10.03		5'UTR	removed	4578323..4578626	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC12B10.04		3'UTR	added	4582146..4582281	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC12B10.04		3'UTR	removed	4582146..4582176	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC12B10.04		5'UTR	added	4580656..4580823	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC12B10.04		5'UTR	removed	4580800..4580823	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC12B10.05		3'UTR	added	4584334..4584511	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC12B10.05		3'UTR	removed	4584334..4584375	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC12B10.05		5'UTR	added	4582299..4582377			
20110324	-	2011-03-24	I	SPAC12B10.06c		3'UTR	added	complement(4584473..4584549)	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC12B10.06c		3'UTR	removed	complement(4584536..4584549)	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC12B10.06c		5'UTR	added	complement(4585026..4585226)	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC12B10.06c		5'UTR	removed	complement(4585026..4585199)	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC12B10.07		3'UTR	added	4586136..4586536	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC12B10.07		3'UTR	removed	4586136..4586351	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC12B10.07		5'UTR	added	4584465..4585254			
20110324	-	2011-03-24	I	SPAC12B10.08c		3'UTR	added	complement(4586309..4586583)			
20110324	-	2011-03-24	I	SPAC12B10.08c		5'UTR	added	complement(4588059..4588764)			
20110324	-	2011-03-24	I	SPAC12B10.09		3'UTR	added	4589575..4589793	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC12B10.09		3'UTR	removed	4589575..4589707	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC12B10.12c		3'UTR	added	complement(4593600..4593872)	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC12B10.12c		3'UTR	removed	complement(4593781..4593872)	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC12B10.12c		5'UTR	added	complement(4595790..4596120)	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC12B10.12c		5'UTR	removed	complement(4595790..4596086)	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC12B10.13		5'UTR	added	4596234..4596438	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC12B10.13		5'UTR	removed	4596364..4596438	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC12B10.16c		3'UTR	added	complement(4601278..4601526)	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC12B10.16c		3'UTR	removed	complement(4601425..4601526)	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC12B10.16c		5'UTR	added	complement(4603222..4603478)	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC12B10.16c		5'UTR	removed	complement(4603222..4603346)	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC12G12.01c		3'UTR	added	349913..350151	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC12G12.01c		3'UTR	removed	349913..350031	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC12G12.01c		5'UTR	added	346795..347194	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC12G12.01c		5'UTR	removed	346786..347194	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC12G12.02		3'UTR	added	complement(345234..345838)	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC12G12.02		3'UTR	removed	complement(345576..345838)	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC12G12.02		5'UTR	added	complement(346619..347735)	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC12G12.02		5'UTR	removed	complement(346619..346676)	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC12G12.03		3'UTR	added	complement(342090..343398)			
20110324	-	2011-03-24	I	SPAC12G12.03		5'UTR	added	complement(345130..345182)	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC12G12.03		5'UTR	removed	complement(345130..345137)	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC12G12.05c		3'UTR	added	338884..339763			
20110324	-	2011-03-24	I	SPAC12G12.05c		5'UTR	added	338286..338391	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC12G12.05c		5'UTR	removed	338315..338391	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC12G12.06c		3'UTR	added	337520..338157	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC12G12.06c		3'UTR	removed	337520..338041	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC12G12.06c		5'UTR	added	336308..336427	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC12G12.06c		5'UTR	removed	336335..336427	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC12G12.07c		5'UTR	added	334615..334659	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC12G12.07c		5'UTR	removed	334631..334659	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC12G12.08		3'UTR	added	complement(333178..333694)	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC12G12.08		3'UTR	removed	complement(333312..333694)	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC12G12.08		5'UTR	added	complement(334337..334621)	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC12G12.08		5'UTR	removed	complement(334337..334521)	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC12G12.11c		3'UTR	added	327983..328122	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC12G12.11c		3'UTR	removed	327983..328087	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC12G12.11c		5'UTR	added	326440..326693	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC12G12.11c		5'UTR	removed	326602..326693	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC12G12.12		3'UTR	added	complement(324042..324193)	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC12G12.12		3'UTR	removed	complement(324126..324193)	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC12G12.12		5'UTR	added	complement(325281..325517)	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC12G12.12		5'UTR	removed	complement(325281..325447)	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC12G12.13c		3'UTR	added	323979..324129	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC12G12.13c		3'UTR	removed	323979..324016	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC12G12.13c		5'UTR	added	321764..321923			
20110324	-	2011-03-24	I	SPAC12G12.14c		3'UTR	added	321504..321825			
20110324	-	2011-03-24	I	SPAC12G12.14c		5'UTR	added	319815..319973	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC12G12.14c		5'UTR	removed	319836..319973	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC12G12.15		3'UTR	added	complement(316996..317430)	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC12G12.15		3'UTR	removed	complement(317030..317309)	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC12G12.15		5'UTR	added	complement(318942..319185)	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC12G12.15		5'UTR	removed	complement(318942..318955)	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC12G12.15	sif3	CDS	added	complement(join(317431..317469,317514..318172,318221..318941))			
20110324	-	2011-03-24	I	SPAC12G12.15	sif3	CDS	removed	complement(join(317310..317462,317514..318172,318221..318941))			
20110324	-	2011-03-24	I	SPAC12G12.16c		3'UTR	added	317198..317585	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC12G12.16c		3'UTR	removed	317198..317472	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC12G12.16c		5'UTR	added	315394..315706	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC12G12.16c		5'UTR	removed	315655..315706	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC12G12.17		3'UTR	added	333442..333578			
20110324	-	2011-03-24	I	SPAC12G12.17		5'UTR	added	332838..333213			
20110324	-	2011-03-24	I	SPAC1327.01c		3'UTR	added	complement(2204823..2205161)			
20110324	-	2011-03-24	I	SPAC1327.01c		5'UTR	added	complement(2208096..2208418)	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC1327.01c		5'UTR	removed	complement(2208096..2208207)	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC139.02c		5'UTR	added	complement(1020575..1020838)	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC139.02c		5'UTR	removed	complement(1020575..1020646)	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC139.03		3'UTR	added	1023875..1024135	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC139.03		3'UTR	removed	1023875..1024112	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC139.03		5'UTR	added	1021695..1021916	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC139.03		5'UTR	removed	1021690..1021916	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC139.04c		3'UTR	added	complement(1024002..1024175)	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC139.04c		3'UTR	removed	complement(1024168..1024175)	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC139.04c		5'UTR	added	complement(1025478..1025903)	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC139.04c		5'UTR	removed	complement(1025478..1025761)	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC139.05		3'UTR	added	1029798..1029993	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC139.05		3'UTR	removed	1029798..1029887	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC139.05		5'UTR	added	1027811..1028315			
20110324	-	2011-03-24	I	SPAC139.06		3'UTR	added	1031694..1031941	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC139.06		3'UTR	removed	1031694..1031921	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC139.06		5'UTR	added	1030125..1030229	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC139.06		5'UTR	removed	1030215..1030229	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC1399.01c		3'UTR	added	1854433..1854651			
20110324	-	2011-03-24	I	SPAC1399.01c		5'UTR	added	1851495..1852626			
20110324	-	2011-03-24	I	SPAC1399.05c		5'UTR	added	1838515..1838586	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC1399.05c		5'UTR	removed	1838497..1838586	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC1399.06		CDS	added	complement(1849984..1850358)			
20110324	-	2011-03-24	I	SPAC13A11.01c		3'UTR	added	complement(570753..571993)	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC13A11.01c	rga8	3'UTR	removed	complement(571878..571993)	EMBL:AY375444,SPD:28/28E05		
20110324	-	2011-03-24	I	SPAC13A11.01c		5'UTR	added	complement(574372..574417)	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC13A11.01c	rga8	5'UTR	removed	complement(574372..574394)	EMBL:AY375444		
20110324	-	2011-03-24	I	SPAC13A11.02c		3'UTR	added	complement(574652..575134)	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC13A11.02c		3'UTR	removed	complement(574760..575134)	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC13A11.02c		5'UTR	added	complement(576623..577171)	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC13A11.02c		5'UTR	removed	complement(576623..577181)	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC13A11.03		3'UTR	added	579248..579948	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC13A11.03		3'UTR	removed	579248..579658	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC13A11.03		5'UTR	added	578392..578520	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC13A11.03		5'UTR	removed	578445..578520	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC13A11.04c		3'UTR	added	complement(579353..579719)	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC13A11.04c		3'UTR	removed	complement(579435..579719)	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC13A11.04c		5'UTR	added	complement(581391..581553)	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC13A11.04c		5'UTR	removed	complement(581391..581417)	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC13A11.05		3'UTR	added	584034..584402	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC13A11.05		3'UTR	removed	584034..584276	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC13A11.05		5'UTR	added	582273..582491	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC13A11.05		5'UTR	removed	582295..582491	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC13A11.06		3'UTR	added	587313..587495			
20110324	-	2011-03-24	I	SPAC13A11.06		5'UTR	added	585355..585596			
20110324	-	2011-03-24	I	SPAC13C5.01c		3'UTR	added	complement(423926..424476)	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC13C5.01c		3'UTR	removed	complement(424006..424476)	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC13C5.01c		5'UTR	added	complement(425224..425256)			
20110324	-	2011-03-24	I	SPAC13C5.02		3'UTR	added	427343..427415			
20110324	-	2011-03-24	I	SPAC13C5.02		5'UTR	added	425631..426029	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC13C5.02		5'UTR	removed	425986..426029	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC13C5.03		3'UTR	added	429319..430121			
20110324	-	2011-03-24	I	SPAC13C5.03		5'UTR	added	427350..427582			
20110324	-	2011-03-24	I	SPAC13C5.04		3'UTR	added	430877..431032	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC13C5.04		3'UTR	removed	430877..430991	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC13C5.04		5'UTR	added	430056..430129	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC13C5.04		5'UTR	removed	430057..430129	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC13C5.05c		3'UTR	added	complement(431367..431561)	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC13C5.05c		3'UTR	removed	complement(431430..431561)	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC13C5.05c		5'UTR	added	complement(433204..433274)			
20110324	-	2011-03-24	I	SPAC13C5.06c		3'UTR	added	complement(434102..434523)	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC13C5.06c		3'UTR	removed	complement(434238..434523)	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC13C5.06c		5'UTR	added	complement(435102..435179)	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC13C5.06c		5'UTR	removed	complement(435102..435996)	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC13C5.07		3'UTR	added	438370..439980			
20110324	-	2011-03-24	I	SPAC13C5.07		5'UTR	added	435170..436213			
20110324	-	2011-03-24	I	SPAC13D1.01c		3'UTR	added	complement(5191060..5191143)			
20110324	-	2011-03-24	I	SPAC13D1.01c		5'UTR	added	complement(5195146..5195702)			
20110324	-	2011-03-24	I	SPAC13D6.01		3'UTR	added	2247082..2247128			
20110324	-	2011-03-24	I	SPAC13D6.01		5'UTR	added	2245497..2245785			
20110324	-	2011-03-24	I	SPAC13D6.03c		3'UTR	added	complement(2249892..2250371)	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC13D6.03c		3'UTR	removed	complement(2250008..2250371)	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC13D6.03c		5'UTR	added	complement(2251108..2251382)	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC13D6.03c		5'UTR	removed	complement(2251108..2251161)	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC13D6.04c		3'UTR	added	complement(2251442..2251499)	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC13D6.04c		3'UTR	removed	complement(2251491..2251499)	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC13D6.04c		5'UTR	added	complement(2253190..2253385)	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC13D6.04c		5'UTR	removed	complement(2253190..2253362)	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC13D6.05		3'UTR	added	2254173..2254440	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC13D6.05		3'UTR	removed	2254173..2254296	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC13D6.05		5'UTR	added	2253359..2253467	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC13D6.05		5'UTR	removed	2253416..2253467	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC13F5.01c		3'UTR	added	complement(2169036..2169184)			
20110324	-	2011-03-24	I	SPAC13F5.01c		5'UTR	added	complement(2172096..2172310)	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC13F5.01c		5'UTR	removed	complement(2172096..2172127)	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC13F5.02c		3'UTR	added	complement(2172410..2172529)	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC13F5.02c		3'UTR	removed	complement(2172457..2172529)	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC13F5.02c		5'UTR	added	complement(2173753..2173796)	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC13F5.02c		5'UTR	removed	complement(2173753..2173777)	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC13F5.03c		3'UTR	added	complement(2174641..2175007)	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC13F5.03c		3'UTR	removed	complement(2174878..2175007)	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC13F5.03c		5'UTR	added	complement(2176361..2177050)			
20110324	-	2011-03-24	I	SPAC13F5.04c		3'UTR	added	complement(2176988..2177581)			
20110324	-	2011-03-24	I	SPAC13F5.04c		5'UTR	added	complement(2179483..2179661)			
20110324	-	2011-03-24	I	SPAC13F5.04c		CDS	added	complement(join(2177582..2178355,2178693..2178887,2179020..2179117,2179380..2179482))			
20110324	-	2011-03-24	I	SPAC13F5.04c		CDS	removed	complement(join(2177582..2178355,2178446..2178505))			
20110324	-	2011-03-24	I	SPAC13F5.05		3'UTR	added	2181164..2181507	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC13F5.05		3'UTR	removed	2181164..2181257	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC13F5.05		5'UTR	added	2179175..2180071	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC13F5.05		5'UTR	removed	2179936..2180071	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC13F5.06c		3'UTR	added	complement(2181450..2181566)	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC13F5.06c		3'UTR	removed	complement(2181533..2181566)	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC13F5.06c		5'UTR	added	complement(2184377..2184521)	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC13F5.06c		5'UTR	removed	complement(2184377..2184448)	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC13F5.07c		3'UTR	added	complement(2184654..2184864)			
20110324	-	2011-03-24	I	SPAC13F5.07c		5'UTR	added	complement(2185552..2185990)			
20110324	-	2011-03-24	I	SPAC13F5.08	vts1	CDS	removed	complement(join(2178651..2178887,2179020..2179117,2179380..2179482))			
20110324	-	2011-03-24	I	SPAC13G6.01c		3'UTR	added	complement(170489..170971)	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC13G6.01c		3'UTR	removed	complement(170732..170971)	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC13G6.01c		5'UTR	added	complement(174374..174701)	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC13G6.01c		5'UTR	removed	complement(174374..174635)	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC13G6.02c		3'UTR	added	complement(174865..175012)	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC13G6.02c		3'UTR	removed	complement(174967..175012)	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC13G6.02c		5'UTR	added	complement(175772..176655)	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC13G6.02c		5'UTR	removed	complement(175772..175792)	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC13G6.03		5'UTR	added	175890..177291	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC13G6.03		5'UTR	removed	177001..177291	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC13G6.04		3'UTR	added	180912..181069			
20110324	-	2011-03-24	I	SPAC13G6.04		5'UTR	added	180272..180422			
20110324	-	2011-03-24	I	SPAC13G6.05c		5'UTR	added	complement(182195..182254)	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC13G6.05c		5'UTR	removed	complement(182171..182226)	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC13G6.05c	trs33	CDS	added	complement(join(181077..181436,181485..181574,181632..181749,182001..182194))			
20110324	-	2011-03-24	I	SPAC13G6.05c	trs33	CDS	removed	complement(join(181077..181436,181485..181574,181632..181749,182001..182170))			
20110324	-	2011-03-24	I	SPAC13G6.06c		3'UTR	added	complement(182337..182975)	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC13G6.06c		3'UTR	removed	complement(182500..182975)	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC13G6.06c		5'UTR	added	complement(186072..186358)	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC13G6.06c		5'UTR	removed	complement(186030..186242)	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC13G6.06c	gcv2	CDS	added	complement(182976..186071)			
20110324	-	2011-03-24	I	SPAC13G6.06c	gcv2	CDS	removed	complement(182976..186029)			
20110324	-	2011-03-24	I	SPAC13G6.07c		3'UTR	added	complement(186314..186843)	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC13G6.07c		3'UTR	removed	complement(186790..186843)	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC13G6.07c		5'UTR	added	complement(187564..187683)			
20110324	-	2011-03-24	I	SPAC13G6.08		3'UTR	added	189985..190031			
20110324	-	2011-03-24	I	SPAC13G6.08		5'UTR	added	187701..188376			
20110324	-	2011-03-24	I	SPAC13G6.09		3'UTR	added	191292..191947			
20110324	-	2011-03-24	I	SPAC13G6.09		5'UTR	added	190192..190321	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC13G6.09		5'UTR	removed	190258..190321	PMID:18641648,PMID:20118936		
