chromosome	systematic_id	primary_name	feature_type	value	date	db_xref_removed	db_xref_added	pombase_reference_removed	pombase_reference_added	pombase_comments_removed	pombase_comments_added	genome_snapshot
I	SPAC4F10.12		3'UTR	4856386..4856512	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4F10.12		5'UTR	4855376..4855542	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4F10.12		5'UTR	4855418..4855542	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4F10.13c		3'UTR	complement(4856792..4856872)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4F10.13c		5'UTR	complement(4859967..4860032)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
I	SPAC4F10.13c		5'UTR	complement(4859969..4860032)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4F10.13c		5'UTR	complement(4859969..4860090)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4F10.14c		3'UTR	complement(4860585..4860618)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4F10.14c		5'UTR	complement(4861233..4861319)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4F10.15c		5'UTR	complement(4863447..4863502)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
I	SPAC4F10.15c		5'UTR	complement(4863449..4863502)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4F10.15c		5'UTR	complement(4863449..4863516)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4F10.16c		3'UTR	complement(4863887..4863960)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4F10.16c		5'UTR	complement(4868109..4869933)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
I	SPAC4F10.16c		5'UTR	complement(4868111..4869888)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4F10.16c		5'UTR	complement(4868111..4869933)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4F10.17		5'UTR	4868326..4868587	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4F10.18		3'UTR	4871896..4871916	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4F10.18		5'UTR	4870284..4870499	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4F10.18		5'UTR	4870372..4870499	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4F10.19c		3'UTR	complement(4871967..4872175)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4F10.19c		5'UTR	complement(4872752..4872959)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
I	SPAC4F10.19c		5'UTR	complement(4872754..4872959)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4F10.19c		5'UTR	complement(4872754..4873024)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4F10.20		5'UTR	4874165..4874268	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4F10.20		5'UTR	4874225..4874268	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4F10.22		3'UTR	4878454..4878604	2011-03-24							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4F8.01		3'UTR	complement(2674992..2675098)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4F8.01		5'UTR	complement(2675969..2675981)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
I	SPAC4F8.01		5'UTR	complement(2675971..2675981)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4F8.01		5'UTR	complement(2675971..2676012)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4F8.02c		3'UTR	2674820..2674883	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4F8.02c		5'UTR	2673637..2673979	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4F8.02c		5'UTR	2673837..2673979	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4F8.03		3'UTR	complement(2671968..2672170)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4F8.03		5'UTR	complement(2673104..2673122)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
I	SPAC4F8.03		5'UTR	complement(2673106..2673122)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4F8.03		5'UTR	complement(2673106..2673213)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4F8.04		5'UTR	complement(2671450..2671587)	2023-01-12	EMBL:AU007831						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4F8.05c		3'UTR	2670170..2670261	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4F8.05c		5'UTR	2669647..2669791	2011-12-14							https://curation.pombase.org/pombe-embl-repo/?p=184
I	SPAC4F8.05c		5'UTR	2669647..2669812	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4F8.05c		5'UTR	2669656..2669812	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4F8.06		3'UTR	complement(2668061..2668333)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4F8.06		5'UTR	complement(2668773..2669050)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
I	SPAC4F8.06		5'UTR	complement(2668775..2669050)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4F8.06		5'UTR	complement(2668823..2669009)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4F8.06		CDS	complement(2668334..2668774)	2011-03-24							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4F8.07c		5'UTR	2664345..2665815	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4F8.07c	hxk2	3'UTR	2667184..2667267	2011-03-24	EMBL:X92895						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4F8.07c	hxk2	5'UTR	2665634..2665815	2011-03-24	EMBL:X92895						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4F8.08		5'UTR	complement(2664980..2665035)	2023-01-12							https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4F8.10c		3'UTR	2662326..2662453	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4F8.10c		5'UTR	2661646..2661800	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4F8.10c		5'UTR	2661738..2661800	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4F8.11		5'UTR	complement(2660583..2661022)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
I	SPAC4F8.11		5'UTR	complement(2660585..2661022)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4F8.11		5'UTR	complement(2660585..2661104)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4F8.12c		3'UTR	2657830..2657940	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4F8.12c		5'UTR	2650688..2650737	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4F8.13c		3'UTR	2649987..2650352	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4F8.13c		5'UTR	2645380..2645516	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4F8.13c		5'UTR	2645456..2645516	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4F8.14c		5'UTR	2643533..2643623	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4F8.14c		5'UTR	join(2643512..2643572,2643612..2643623)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4F8.15		3'UTR	complement(2639626..2639700)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4F8.15		5'UTR	complement(2641427..2642322)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
I	SPAC4F8.15		5'UTR	complement(2641429..2642322)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4F8.15		5'UTR	complement(2641429..2642347)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4G8.02c		5'UTR	complement(757084..757087)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
I	SPAC4G8.02c		5'UTR	complement(757086..757087)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4G8.02c		5'UTR	complement(757086..757153)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4G8.03c		3'UTR	complement(757966..758207)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4G8.03c		5'UTR	complement(760549..761871)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
I	SPAC4G8.03c		5'UTR	complement(760551..761871)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4G8.03c		5'UTR	complement(760551..762714)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4G8.04		3'UTR	770091..770176	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4G8.04		5'UTR	767446..767708	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4G8.04		5'UTR	767480..767708	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4G8.05		3'UTR	772324..772595	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4G8.05		5'UTR	770502..770622	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4G8.05		5'UTR	770560..770622	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4G8.06c		5'UTR	complement(773928..774027)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
I	SPAC4G8.06c		5'UTR	complement(773930..774027)	2023-01-12							https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4G8.07c		5'UTR	complement(776012..776062)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
I	SPAC4G8.07c		5'UTR	complement(776014..776062)	2022-04-03							https://curation.pombase.org/pombe-embl-repo/trunk/?p=8147
I	SPAC4G8.07c	trm2	CDS	complement(join(774000..774023,774155..774403,774453..775290,775414..775513,775641..776013))	2022-04-03							https://curation.pombase.org/pombe-embl-repo/trunk/?p=8147
I	SPAC4G8.08		5'UTR	777177..777258	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4G8.09		3'UTR	781157..781230	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4G8.09		5'UTR	778431..778531	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4G8.10		3'UTR	782036..782331	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4G8.10		5'UTR	781348..781486	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4G8.10		5'UTR	781397..781486	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4G8.11c	atp10	5'UTR	complement(783145..783634)	2023-01-12	PMID:18488015						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4G8.12c		3'UTR	complement(784532..784674)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4G8.12c		5'UTR	complement(786562..786567)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
I	SPAC4G8.12c		5'UTR	complement(786564..786567)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4G8.12c		5'UTR	complement(786564..786724)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4G8.13c		3'UTR	complement(786895..787118)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4G8.13c		5'UTR	complement(789165..790219)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4G8.15c		CDS	complement(join(766607..766720,766810..766836))	2007-12-19							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20071109/
I	SPAC4G8.15c		misc_feature	complement(join(766607..766720,766810..766836))	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
I	SPAC4G9.02		3'UTR	2255569..2255670	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4G9.02		5'UTR	2254437..2254587	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4G9.02		5'UTR	2254462..2254587	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4G9.03		3'UTR	2256598..2256662	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4G9.03		5'UTR	2255837..2255934	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4G9.03		5'UTR	2255892..2255934	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4G9.04c		3'UTR	complement(2255781..2256856)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4G9.04c		5'UTR	complement(2258820..2259193)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
I	SPAC4G9.04c		5'UTR	complement(2258822..2259193)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4G9.04c		5'UTR	complement(2258822..2259196)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4G9.05		5'UTR	join(2259353..2259572,2259622..2259942)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4G9.06c		5'UTR	complement(2262414..2262436)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
I	SPAC4G9.06c		5'UTR	complement(2262416..2262436)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4G9.06c		5'UTR	complement(2262416..2262510)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4G9.07		5'UTR	2262789..2263666	2023-01-12							https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4G9.08c		5'UTR	complement(2269521..2269531)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
I	SPAC4G9.08c		5'UTR	complement(2269523..2269531)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4G9.08c		5'UTR	complement(2269523..2269606)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4G9.09c		5'UTR	complement(2272675..2272722)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
I	SPAC4G9.09c		5'UTR	complement(2272677..2272722)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4G9.09c		5'UTR	complement(2272677..2272911)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4G9.10		3'UTR	2274996..2275417	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4G9.10		5'UTR	2273765..2274011	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4G9.10		5'UTR	2273823..2274011	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4G9.11c		3'UTR	complement(2275525..2275577)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4G9.11c		5'UTR	complement(2276250..2276260)	2022-08-25							https://curation.pombase.org/pombe-embl-repo/trunk/?p=8402
I	SPAC4G9.11c	cmb1	CDS	complement(2275578..2276249)	2022-08-25							https://curation.pombase.org/pombe-embl-repo/trunk/?p=8402
I	SPAC4G9.12		3'UTR	2277781..2278002	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4G9.12		5'UTR	2276900..2277198	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4G9.12		5'UTR	join(2276859..2276974,2277026..2277198)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4G9.13c		3'UTR	complement(2278221..2278241)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4G9.13c		5'UTR	complement(2279233..2279377)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
I	SPAC4G9.13c		5'UTR	complement(2279235..2279377)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4G9.13c		5'UTR	complement(2279235..2279439)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4G9.14		3'UTR	2281455..2281798	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4G9.14		5'UTR	2280203..2280422	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4G9.14		5'UTR	2280365..2280422	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4G9.15		3'UTR	2283365..2283556	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4G9.15		5'UTR	2282196..2282229	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4G9.16c		3'UTR	complement(2283556..2283636)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4G9.16c		5'UTR	complement(2284208..2284216)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
I	SPAC4G9.16c		5'UTR	complement(2284210..2284216)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4G9.16c		5'UTR	complement(2284210..2284257)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4G9.17c		3'UTR	complement(2284490..2284502)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4G9.17c		5'UTR	complement(2285792..2286030)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
I	SPAC4G9.17c		5'UTR	complement(2285794..2286030)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4G9.17c		5'UTR	complement(2285794..2286132)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4G9.19		5'UTR	2287135..2287376	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4G9.19		5'UTR	2287186..2287376	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4G9.20c		3'UTR	complement(2288395..2288688)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4G9.20c		5'UTR	complement(2289696..2289990)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
I	SPAC4G9.20c		5'UTR	complement(2289698..2289990)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4G9.20c		5'UTR	complement(2289987..2290170)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4G9.20c		CDS	complement(join(2288689..2289546,2289647..2289697))	2011-03-24							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4G9.22		5'UTR	2291666..2292012	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4G9.22		CDS	2291983..2292297	2011-08-22							https://curation.pombase.org/pombe-embl-repo/?p=0
I	SPAC4G9.22		CDS	2292013..2292297	2010-05-20							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20100217/
I	SPAC4H3.01		3'UTR	3824281..3824385	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4H3.01		5'UTR	3821682..3822934	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4H3.01		5'UTR	3822569..3822934	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4H3.02c		5'UTR	complement(3825718..3825927)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
I	SPAC4H3.02c		5'UTR	complement(3825720..3825927)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4H3.02c		5'UTR	complement(3825720..3825972)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4H3.03c		5'UTR	complement(3828590..3829377)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4H3.04c		3'UTR	complement(3830540..3831069)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4H3.04c		5'UTR	complement(3832148..3836101)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
I	SPAC4H3.04c		5'UTR	complement(3832150..3832278)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4H3.04c		5'UTR	complement(3832150..3836101)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4H3.05		5'UTR	3832309..3832774	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
