revision	user	date	chromosome	systematic_id	primary_name	feature_type	added_or_removed	value	db_xref	pombase_reference	pombase_comments
8650	kmr44	2023-01-12	II	SPBC14F5.03c		5'UTR	removed	complement(4156595..4157111)	EMBL:AU007817		
8650	kmr44	2023-01-12	II	SPBC14F5.04c		5'UTR	added	complement(4159417..4159461)	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC14F5.04c		5'UTR	removed	complement(4159417..4159543)	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC14F5.05c		5'UTR	added	complement(4163677..4163858)	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC14F5.05c		5'UTR	removed	complement(4163677..4163901)	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC14F5.06		5'UTR	added	4164628..4164658	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC14F5.06		5'UTR	removed	4164564..4164658	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC14F5.07		5'UTR	added	4167479..4167587	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC14F5.07		5'UTR	removed	4167478..4167587	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC14F5.08		5'UTR	added	4172360..4172641	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC14F5.08		5'UTR	removed	4172385..4172641	EMBL:AU013993		
8650	kmr44	2023-01-12	II	SPBC14F5.09c		5'UTR	added	complement(4175448..4175500)	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC14F5.09c		5'UTR	removed	complement(4175448..4175534)	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC14F5.10c		5'UTR	added	complement(4177713..4178058)	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC14F5.10c		5'UTR	removed	complement(4177713..4178057)	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC14F5.11c		5'UTR	added	complement(4180489..4180548)	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC14F5.11c		5'UTR	removed	complement(4180489..4180560)	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC14F5.12c		5'UTR	added	complement(4182411..4182438)	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC14F5.12c		5'UTR	removed	complement(4182411..4182642)	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC14F5.13c		5'UTR	added	complement(4184525..4184618)	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC14F5.13c		5'UTR	removed	complement(4184525..4184659)	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC1539.01c		5'UTR	added	complement(4363683..4363791)	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC1539.01c		5'UTR	removed	complement(4363683..4363784)	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC1539.02		5'UTR	added	4363897..4364015	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC1539.02		5'UTR	removed	4363863..4364015	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC1539.03c		5'UTR	added	complement(4366768..4366835)	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC1539.03c		5'UTR	removed	complement(4366768..4366949)	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC1539.04		5'UTR	added	4368342..4368388	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC1539.04		5'UTR	removed	4368286..4368388	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC1539.05		5'UTR	added	4369977..4369999	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC1539.05		5'UTR	removed	4369909..4369999	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC1539.06		5'UTR	added	4372903..4372916	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC1539.06		5'UTR	removed	4372710..4372916	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC1539.07c		5'UTR	added	complement(4375076..4375125)	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC1539.07c		5'UTR	removed	complement(4375076..4375131)	EMBL:SPD220		
8650	kmr44	2023-01-12	II	SPBC1539.08		5'UTR	added	4375729..4375856	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC1539.08		5'UTR	removed	4375708..4375856	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC1539.09c		5'UTR	added	complement(4379501..4379581)			
8650	kmr44	2023-01-12	II	SPBC1539.10		5'UTR	added	4380417..4380485	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC1539.10		5'UTR	removed	4380239..4380485	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC15C4.01c		5'UTR	added	complement(2237639..2237798)	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC15C4.01c		5'UTR	removed	complement(2237639..2237936)	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC15C4.02		5'UTR	added	2238819..2238826	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC15C4.02		5'UTR	removed	2238460..2238825	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC15C4.04c		5'UTR	added	complement(2244460..2244772)	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC15C4.04c		5'UTR	removed	complement(2244460..2244722)	EMBL:AU014032		
8650	kmr44	2023-01-12	II	SPBC15C4.05		5'UTR	added	2246335..2246722	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC15C4.05		5'UTR	removed	2246288..2246722	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC15C4.06c		5'UTR	added	complement(2253407..2253710)	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC15C4.06c		5'UTR	removed	complement(2253407..2253713)	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC15D4.01c		5'UTR	added	complement(3007754..3007781)	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC15D4.01c		5'UTR	removed	complement(3007754..3007839)	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC15D4.02		5'UTR	added	3011512..3012933	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC15D4.02		5'UTR	removed	3011491..3012933	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC15D4.03		5'UTR	added	3015532..3015537	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC15D4.03		5'UTR	removed	3015406..3015537	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC15D4.04		5'UTR	added	3018132..3018243	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC15D4.04		5'UTR	removed	3018106..3018243	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC15D4.06		5'UTR	added	3022398..3022432	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC15D4.06		5'UTR	removed	3022221..3022432	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC15D4.07c		5'UTR	added	complement(3025623..3025771)			
8650	kmr44	2023-01-12	II	SPBC15D4.09c		5'UTR	added	complement(3028274..3028338)	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC15D4.09c		5'UTR	removed	complement(3028274..3028430)	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC15D4.10c		5'UTR	added	complement(3030193..3030225)	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC15D4.10c		5'UTR	removed	complement(3030193..3030224)	EMBL:AU013326		
8650	kmr44	2023-01-12	II	SPBC15D4.11c		5'UTR	added	complement(3031342..3031460)	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC15D4.11c		5'UTR	removed	complement(3031342..3031431)	PMID:18641648,PMID:20118936		
8650	kmr44	2023-01-12	II	SPBC15D4.13c		5'UTR	added	complement(3033223..3033326)			
8650	kmr44	2023-01-12	II	SPBC15D4.14		5'UTR	added	3033707..3033880	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC15D4.14		5'UTR	removed	3033243..3033880	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC15D4.15		5'UTR	added	3036101..3036127	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC15D4.15		5'UTR	removed	3036104..3036127	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC1604.01		5'UTR	added	complement(3933114..3933264)	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC1604.01		5'UTR	removed	complement(3933114..3933343)	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC1604.02c		5'UTR	added	3928166..3928422	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC1604.02c		5'UTR	removed	3928130..3928422	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC1604.03c		5'UTR	added	3926970..3927013	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC1604.03c		5'UTR	removed	3926957..3927013	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC1604.04		5'UTR	added	complement(3925311..3925500)	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC1604.04		5'UTR	removed	complement(3925311..3925407)	EMBL:SPC06230		
8650	kmr44	2023-01-12	II	SPBC1604.05		5'UTR	added	complement(3923455..3923580)	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC1604.05		5'UTR	removed	complement(3923455..3923567)	EMBL:SPC10375		
8650	kmr44	2023-01-12	II	SPBC1604.06c		5'UTR	added	3920060..3920072	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC1604.06c		5'UTR	removed	3920068..3920072	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC1604.07		5'UTR	added	complement(3919548..3919560)	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC1604.07		5'UTR	removed	complement(3919548..3920078)	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC1604.08c		5'UTR	added	3916555..3916625	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC1604.08c	imp1	5'UTR	removed	3916583..3916625	EMBL:SPC10701		
8650	kmr44	2023-01-12	II	SPBC1604.09c		5'UTR	added	3914672..3914695	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC1604.09c		5'UTR	removed	3914657..3914695	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC1604.10		5'UTR	added	complement(3913613..3913638)	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC1604.10		5'UTR	removed	complement(3913613..3913652)	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC1604.11		5'UTR	added	complement(3912510..3912529)	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC1604.11		5'UTR	removed	complement(3912510..3912614)	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC1604.12		5'UTR	added	complement(3911476..3911545)	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC1604.12		5'UTR	removed	complement(3911476..3911582)	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC1604.13c		5'UTR	added	3907852..3908137	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC1604.13c		5'UTR	removed	3907817..3908137	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC1604.14c		5'UTR	added	3904616..3905081	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC1604.14c		5'UTR	removed	3904660..3905081	EMBL:SP22371		
8650	kmr44	2023-01-12	II	SPBC1604.15		5'UTR	added	complement(3904058..3904579)	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC1604.15		5'UTR	removed	complement(3904058..3904592)	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC1604.16c		5'UTR	added	3901579..3901631			
8650	kmr44	2023-01-12	II	SPBC1604.17c		5'UTR	added	3899936..3900046	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC1604.17c		5'UTR	removed	3899988..3900046	PMID:18641648,PMID:20118936		
8650	kmr44	2023-01-12	II	SPBC1604.18c		5'UTR	added	3898086..3898095	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC1604.18c		5'UTR	removed	3898015..3898095	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC1604.19c		5'UTR	added	3895231..3895409	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC1604.19c		5'UTR	removed	3895371..3895409	PMID:18641648,PMID:20118936		
8650	kmr44	2023-01-12	II	SPBC1604.20c		5'UTR	added	3893057..3893200	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC1604.20c		5'UTR	removed	3893113..3893200	PMID:18641648,PMID:20118936		
8650	kmr44	2023-01-12	II	SPBC1604.21c		5'UTR	added	3888677..3888695	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC1604.21c		5'UTR	removed	3888644..3888695	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC1604.25		5'UTR	added	3892183..3892254	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC1604.25		5'UTR	removed	3892062..3892254	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC1652.01		5'UTR	added	4252271..4253264	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC1652.01		5'UTR	removed	4252276..4253264	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC1652.02		5'UTR	added	4256050..4256508	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC1652.02		5'UTR	removed	4256055..4256508	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC1677.02		5'UTR	added	3935084..3935143	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC1677.02		5'UTR	removed	3934519..3935143	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC1677.03c		5'UTR	removed	complement(3937667..3937872)			
8650	kmr44	2023-01-12	II	SPBC1683.01		5'UTR	added	134002..134302	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC1683.01		5'UTR	removed	132353..134302	PMID:18488015		
8650	kmr44	2023-01-12	II	SPBC1683.02		5'UTR	added	137013..137043	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC1683.02		5'UTR	removed	join(136622..136693,136744..137043)	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC1683.03c		5'UTR	added	complement(140085..140258)	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC1683.03c		5'UTR	removed	complement(140085..140377)	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC1683.04		5'UTR	removed	142262..142411			
8650	kmr44	2023-01-12	II	SPBC1683.05		5'UTR	added	148238..148749	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC1683.05		5'UTR	removed	147915..148749	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC1683.06c		5'UTR	added	complement(152747..152911)	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC1683.06c		5'UTR	removed	complement(152747..153659)	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC1683.07		5'UTR	added	152911..153561	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC1683.07		5'UTR	removed	151490..153561	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC1683.08		5'UTR	added	155772..157554	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC1683.08		5'UTR	removed	155751..157554	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC1683.09c		5'UTR	added	complement(162156..162392)	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC1683.09c		5'UTR	removed	complement(162156..162497)	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC1683.10c		5'UTR	added	complement(165159..165305)	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC1683.10c		5'UTR	removed	complement(165159..165317)	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC1683.11c		5'UTR	added	complement(168349..168368)	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC1683.11c		5'UTR	removed	complement(168349..168643)	PMID:18641648,PMID:20118936		
8650	kmr44	2023-01-12	II	SPBC1683.12		5'UTR	added	168646..168670	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC1683.12		5'UTR	removed	166814..168670	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC1683.13c		5'UTR	added	complement(172158..172266)	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC1683.13c		5'UTR	removed	complement(172158..172271)	PMID:18641648,PMID:20118936		
8650	kmr44	2023-01-12	II	SPBC1685.01		5'UTR	added	496533..496812	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC1685.01		5'UTR	removed	496534..496812	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC1685.02c		5'UTR	added	complement(498991..499044)	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC1685.02c		5'UTR	removed	complement(498991..499069)	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC1685.03		5'UTR	added	499350..499373	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC1685.03		5'UTR	removed	499181..499373	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC1685.04		5'UTR	added	502664..502872	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC1685.04		5'UTR	removed	502384..502872	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC1685.05		5'UTR	added	504351..505922	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC1685.05		5'UTR	removed	504397..505922	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC1685.06		5'UTR	added	509413..509501	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC1685.06		5'UTR	removed	509412..509501	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC1685.07c		5'UTR	added	complement(512467..512849)	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC1685.07c		5'UTR	removed	complement(512467..512924)	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC1685.08		5'UTR	added	514155..514215	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC1685.08		5'UTR	removed	514147..514215	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC1685.09		5'UTR	added	516428..516441	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC1685.09		5'UTR	removed	516426..516441	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC1685.10		5'UTR	added	517321..517343	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC1685.10		5'UTR	removed	517273..517343	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC1685.11		5'UTR	added	518142..518371	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC1685.11		5'UTR	removed	518095..518371	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC1685.13		5'UTR	added	525514..526090	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC1685.13		5'UTR	removed	525509..526090	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC1685.14c		5'UTR	added	complement(531980..532052)	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC1685.14c		5'UTR	removed	complement(531980..532062)	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC1685.15c		5'UTR	added	complement(535092..535148)	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC1685.15c		5'UTR	removed	complement(535092..535263)	EMBL:AU011213		
8650	kmr44	2023-01-12	II	SPBC1685.16		5'UTR	added	501261..501304	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC1685.16		5'UTR	removed	501253..501304	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC1685.17		5'UTR	removed	522603..522739			
8650	kmr44	2023-01-12	II	SPBC16A3.01		5'UTR	added	complement(4300453..4300497)			
8650	kmr44	2023-01-12	II	SPBC16A3.02c		5'UTR	added	4297246..4297583	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC16A3.02c		5'UTR	removed	4296979..4297583	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC16A3.03c		5'UTR	added	4293265..4293596	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC16A3.03c		5'UTR	removed	4293219..4293596	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC16A3.04		5'UTR	added	complement(4291689..4291962)	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC16A3.04		5'UTR	removed	complement(4291689..4292035)	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC16A3.05c		5'UTR	removed	4288914..4288944			
8650	kmr44	2023-01-12	II	SPBC16A3.06		5'UTR	added	complement(4288669..4288888)	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC16A3.06		5'UTR	removed	complement(4288669..4288924)	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC16A3.07c		5'UTR	added	4285944..4286041	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC16A3.07c		5'UTR	removed	4285899..4286041	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC16A3.08c		5'UTR	added	4283929..4283937	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC16A3.08c		5'UTR	removed	4283876..4283937	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC16A3.09c		5'UTR	added	4282032..4282153	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC16A3.09c		5'UTR	removed	4282124..4282153	EMBL:SPO5825		
8650	kmr44	2023-01-12	II	SPBC16A3.10		5'UTR	added	complement(4281526..4281765)	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC16A3.10		5'UTR	removed	complement(4281526..4281875)	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC16A3.11		5'UTR	added	complement(4279592..4279653)	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC16A3.11		5'UTR	removed	complement(4279592..4279656)	EMBL:AB039861		
8650	kmr44	2023-01-12	II	SPBC16A3.12c		5'UTR	added	4275235..4275256	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC16A3.12c		5'UTR	removed	4275226..4275256	EMBL:SPD249		
8650	kmr44	2023-01-12	II	SPBC16A3.14		5'UTR	added	complement(4271938..4272032)	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC16A3.14		5'UTR	removed	complement(4271938..4272152)	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC16A3.15c		5'UTR	added	4268912..4268990	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC16A3.15c		5'UTR	removed	4268920..4268990	EMBL:AU009648		
8650	kmr44	2023-01-12	II	SPBC16A3.16		5'UTR	added	complement(4268091..4268170)	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC16A3.16		5'UTR	removed	complement(join(4268091..4268181,4268259..4268306))	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC16A3.17c		5'UTR	added	4265320..4265558	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC16A3.17c		5'UTR	removed	4264257..4265558	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC16A3.18		5'UTR	added	complement(4263946..4264077)	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC16A3.18		5'UTR	removed	complement(4263946..4264189)	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC16A3.19		5'UTR	added	complement(4261320..4261461)	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC16A3.19		5'UTR	removed	complement(4261320..4261487)	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC16C6.01c		5'UTR	added	complement(4321542..4321630)	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC16C6.01c		5'UTR	removed	complement(4321542..4321858)	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC16C6.02c		5'UTR	added	complement(4332029..4332095)			
8650	kmr44	2023-01-12	II	SPBC16C6.03c		5'UTR	added	complement(4333124..4333385)	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC16C6.03c		5'UTR	removed	complement(4333124..4333581)	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC16C6.04		5'UTR	added	4334044..4334149	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC16C6.04		5'UTR	removed	4334043..4334149	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC16C6.05		5'UTR	added	4335593..4335618	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC16C6.05		5'UTR	removed	4335569..4335618	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC16C6.06		5'UTR	added	4336986..4337011	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC16C6.06		5'UTR	removed	4336962..4337011	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC16C6.07c		5'UTR	added	complement(4343369..4343380)	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC16C6.07c		5'UTR	removed	complement(4343369..4343422)	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC16C6.08c		5'UTR	added	complement(join(4345431..4345444,4345500..4345541))	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC16C6.08c		5'UTR	removed	complement(join(4345431..4345444,4345500..4345608))	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC16C6.09		5'UTR	added	4346559..4346651	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC16C6.09		5'UTR	removed	4346578..4346651	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC16C6.10		5'UTR	removed	4349487..4349994			
8650	kmr44	2023-01-12	II	SPBC16C6.11		5'UTR	added	4351878..4351895	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC16C6.11		5'UTR	removed	4351810..4351895	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC16C6.12c		5'UTR	added	complement(4354076..4354110)	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC16C6.12c		5'UTR	removed	complement(4354076..4354124)	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC16C6.13c		5'UTR	added	complement(4357021..4357141)	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC16C6.13c		5'UTR	removed	complement(4357021..4357187)	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC16D10.01c		5'UTR	added	complement(3588489..3588641)	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC16D10.01c		5'UTR	removed	complement(3588489..3588651)	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC16D10.02		5'UTR	added	3588676..3588805			
8650	kmr44	2023-01-12	II	SPBC16D10.03		5'UTR	added	3590963..3591165	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC16D10.03		5'UTR	removed	3590920..3591165	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC16D10.04c		5'UTR	added	complement(3596693..3596956)	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC16D10.04c		5'UTR	removed	complement(3596693..3597002)	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC16D10.05		5'UTR	added	3597436..3597570			
8650	kmr44	2023-01-12	II	SPBC16D10.06		5'UTR	added	3607177..3607889	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC16D10.06		5'UTR	removed	3607199..3607889	EMBL:AU012572		
8650	kmr44	2023-01-12	II	SPBC16D10.07c		5'UTR	added	complement(3611557..3611686)	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC16D10.07c		5'UTR	removed	complement(3611557..3611858)	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC16D10.08c		5'UTR	added	complement(3615077..3615269)	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC16D10.08c		5'UTR	removed	complement(3615077..3615320)	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC16D10.09		5'UTR	added	3616595..3616684	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC16D10.09		5'UTR	removed	3616412..3616684	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC16D10.10		5'UTR	added	3617976..3618116			
8650	kmr44	2023-01-12	II	SPBC16D10.11c		5'UTR	added	complement(3620449..3620463)	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC16D10.11c		5'UTR	removed	complement(3620449..3620469)	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC16E9.01c		5'UTR	added	complement(1916738..1916892)	PMID:30566651		
8650	kmr44	2023-01-12	II	SPBC16E9.01c		5'UTR	removed	complement(1916738..1916974)	PMID:21511999		
8650	kmr44	2023-01-12	II	SPBC16E9.02c		5'UTR	added	complement(1920174..1920348)	PMID:30566651		
